HeatNo,Fill#1_ScrapName,Fill#1_ScrapWeight,Fill#2_ScrapName,Fill#2_ScrapWeight,Fill#3_ScrapName,Fill#3_ScrapWeight,Fill#4_ScrapName,Fill#4_ScrapWeight,Fill#5_ScrapName,Fill#5_ScrapWeight,Fill#6_ScrapName,Fill#6_ScrapWeight
86556,OCR12VM,25000,E6,8300.0,OCR12VM OSTRUŽKI,7000.0,UTOPMO2,5000.0,,,,
86562,OCR12VM,25000,E6,11000.0,OCR12VM OSTRUŽKI,7000.0,UTOPMO2,5000.0,,,,
86563,OCR12VM,50000,E8,1800.0,,,,,,,,
86565,OCR12VM,25000,E6,8100.0,OCR12VM OSTRUŽKI,7000.0,UTOPMO2,5000.0,,,,
86574,OCR12VM,25000,UTOPMO2,7000.0,OCR12VM OSTRUŽKI,7000.0,E6,6000.0,,,,
86578,OCR12VM,25000,OCR12VM OSTRUŽKI,7000.0,E6,7000.0,UTOPMO2,5000.0,,,,
86580,OCR12VM,25000,E6,8000.0,OCR12VM OSTRUŽKI,7000.0,UTOPMO2,5000.0,,,,
86588,OCR12VM,20000,E6,8200.0,OCR12VM OSTRUŽKI,7000.0,UTOPMO2,5000.0,,,,
86598,E6,22200,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86602,E6,24600,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
86603,E6,23000,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
86613,E6,28000,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86614,E6,25200,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
86615,E6,25000,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86616,E6,23600,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86626,E6,28000,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86627,E6,25600,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
86632,E6,21700,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86633,E6,38100,,,,,,,,,,
86640,E6,39300,,,,,,,,,,
86641,E6,40200,,,,,,,,,,
86650,E6,20600,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86659,E6,38000,,,,,,,,,,
86660,E6,38000,,,,,,,,,,
86669,E6,21500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
86670,E6,21600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
86671,OCR12VM,15000,E6,14000.0,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
86672,E6,15100,OCR12VM,15000.0,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
86699,E6,22300,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
86706,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86707,E6,22100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
86717,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
86725,E6,25000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
86726,E6,23600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
86727,E6,22200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
86735,UTOPMO4,15000,E6,14000.0,OCR12,11000.0,OCR12VM OSTRUŽKI,5000.0,,,,
86736,UTOPMO4,15000,E6,12900.0,OCR12,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
86737,E6,20100,OCR12VM,10000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
86738,E6,20000,OCR12VM,10000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
86743,E6,20700,OCR12VM,15000.0,UTOPMO4,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
86744,E6,19100,OCR12VM,15000.0,UTOPMO4,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
86750,UTOPMO4,15000,E6,14200.0,OCR12VM,9000.0,OCR12VM OSTRUŽKI,5000.0,,,,
86774,E6,40100,,,,,,,,,,
86775,OCR12VM,19000,E6,18100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
86779,OCR12VM,20000,E6,18000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
86805,OCR12VM,20000,E6,17700.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86806,OCR12VM,20000,E6,17100.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
86811,OCR12VM,20000,E6,19000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
86812,OCR12VM,20000,E6,16500.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86821,OCR12VM,20000,E6,18000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86831,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86839,E6,39600,,,,,,,,,,
86849,E6,37300,,,,,,,,,,
86854,OCR12VM,20000,E6,18200.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86855,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86859,OCR12VM,20000,E6,15500.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86860,OCR12VM,20000,E6,16300.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86886,E6,19600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86888,E6,18500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86912,E6,18600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86922,E6,22200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86923,E6,20000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86931,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86948,E6,22300,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
86954,E6,20300,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,0.0,,,,
86957,E6,22300,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
86965,E6,20000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86971,E6,22000,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
86972,E6,22100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
86983,E6,20000,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87001,OCR12VM,15000,E6,10100.0,OCR12,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
87007,E6,22300,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87039,E6,20100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87040,E6,39400,,,,,,,,,,
87041,E6,39000,,,,,,,,,,
87053,E6,19000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87074,E6,41000,,,,,,,,,,
87075,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87093,E6,24100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87094,E6,22100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87095,E6,21700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87096,E6,20200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87116,E6,20100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87119,E6,23500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87124,E6,20100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87133,E6,24000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
87137,E6,24000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
87138,E6,21600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87139,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87150,E6,21000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87153,OCR12VM,25000,E6,11500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87169,OCR12VM,20000,E6,17100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87170,OCR12VM,20000,E6,14000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87193,OCR12VM,20000,E6,17000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87194,OCR12VM,20000,E6,17000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87198,OCR12VM,20000,E6,17500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87209,OCR12VM,20000,E6,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87210,OCR12VM,20000,E6,17200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87212,E6,19600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87217,E6,20000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87218,E6,20300,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87229,E6,20600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87231,E6,20000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87232,E6,23100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87250,E6,20600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87259,E6,21000,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,OCR12,7000.0,,,,
87260,E6,21000,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,OCR12,7000.0,,,,
87261,E6,21900,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87264,E6,28600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87265,E6,21100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87266,E6,21300,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87281,E6,21000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87310,OCR12VM,23000,E6,11500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87321,E6,20500,OCR12VM,13000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87330,E6,18000,OCR12VM OSTRUŽKI,8000.0,OCR12VM,6500.0,,,,,,
87352,E6,18700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87360,E6,20100,OCR12VM,17000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87362,E6,20700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87374,E6,18000,OCR12VM,18000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
87381,OCR12VM,20000,E6,18200.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
87382,E6,18500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87389,E6,18700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87396,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87397,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87398,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87409,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87418,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87419,E6,21000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87429,E6,21000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87430,E6,40300,,,,,,,,,,
87431,E6,19000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87438,OCR12,15000,UTOPMO2,15000.0,E6,8500.0,OCR12VM OSTRUŽKI,5000.0,,,,
87445,E6,20500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87446,E6,20300,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87447,E6,12600,OCR12VM OSTRUŽKI,5000.0,OCR12VM,0.0,,,,,,
87457,UTOPMO2,15000,E6,11600.0,OCR12VM OSTRUŽKI,4000.0,OCR12,0.0,,,,
87461,E6,22100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87471,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87472,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
87489,E6,21500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87490,OCR12VM,23000,E6,22500.0,,0.0,,,,,,
87491,E6,15200,OCR12VM,15000.0,UTOPMO2,15000.0,,,,,,
87492,E6,21600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87510,E6,21400,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87511,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87524,E6,18500,OCR12VM,11000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87539,E6,19500,OCR12VM,14000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87540,E6,19600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87544,E6,18500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87554,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87573,E6,19700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87574,E6,19500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87575,E6,18700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87577,E6,18100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87584,OCR12VM,15000,E6,14500.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87585,OCR12VM,15000,E6,11600.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87594,OCR12VM,15000,E6,14500.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,3000.0,,,,
87604,OCR12VM,15000,E6,14100.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87623,E6,16100,OCR12VM,15000.0,OCR12,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87624,OCR12VM,15000,E6,14500.0,OCR12,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87626,E6,18000,OCR12VM,15000.0,OCR12,10000.0,,,,,,
87636,E6,20500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,OH252,4000.0,,,,
87637,E6,18000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,OH252,4000.0,,,,
87638,E6,19600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,OH252,4000.0,,,,
87654,E6,20000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87661,E6,20500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87669,E6,23700,UTOPMO2,10000.0,PK5M,10000.0,,,,,,
87670,E6,23800,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87671,E6,22100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87679,E6,23600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87680,E6,22200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87691,E6,20500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87719,OCR12VM,20000,E6,12000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87720,OCR12VM,20000,UTOPMO2,10000.0,E6,8100.0,OCR12VM OSTRUŽKI,3000.0,,,,
87735,OCR12VM,20000,UTOPMO2,10000.0,E6,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87736,OCR12VM,20000,UTOPMO2,10000.0,E6,6700.0,OCR12VM OSTRUŽKI,5000.0,,,,
87737,OCR12VM,20000,UTOPMO2,10000.0,E6,9600.0,OCR12VM OSTRUŽKI,5000.0,,,,
87744,OCR12VM,20000,E6,12200.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87745,OCR12VM,20000,UTOPMO2,10000.0,E6,9000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87751,OCR12VM,20000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,8000.0,,,,
87754,OCR12VM,20000,UTOPMO2,10000.0,E6,9200.0,OCR12VM OSTRUŽKI,4000.0,,,,
87758,OCR12VM,20000,E6,12000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87780,OCR12VM,20000,E6,12100.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87781,OCR12VM,19000,UTOPMO2,10000.0,E6,9500.0,OCR12VM OSTRUŽKI,5000.0,,,,
87782,OCR12VM,19000,UTOPMO2,10000.0,E6,9500.0,OCR12VM OSTRUŽKI,5000.0,,,,
87812,OCR12VM,20000,E6,10700.0,PK5M,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87817,OCR12VM,20000,E6,11200.0,PK5M,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87827,OCR12VM,25000,E6,12600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87828,OCR12VM,25000,E6,11800.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
87833,OCR12VM,25000,E6,14100.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
87884,OCR12VM,30000,PK5M,10000.0,E6,6800.0,OCR12VM OSTRUŽKI,5000.0,,,,
87894,OCR12VM,30000,E6,10600.0,OCR12VM OSTRUŽKI,5000.0,E3,0.0,,,,
87901,OCR12VM,30000,PK5M,10000.0,E6,6000.0,OCR12VM OSTRUŽKI,5000.0,,,,
87903,OCR12VM,30000,E6,10600.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
87922,OCR12VM,30000,PK5M,10000.0,E6,6500.0,OCR12VM OSTRUŽKI,5000.0,,,,
87987,OCR12VM,20000,UTOPMO2,8500.0,OCR12VM OSTRUŽKI,8000.0,E6,6500.0,,,,
88013,OCR12VM,20000,OCR12,15000.0,OCR12VM OSTRUŽKI,8000.0,E8,6000.0,,,,
88023,OCR12VM,20000,OCR12,15000.0,OCR12VM OSTRUŽKI,8000.0,E8,4400.0,,,,
88035,OCR12VM,20000,PK5M,10000.0,E6,9000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88057,OCR12VM,25000,E6,8000.0,OCR12VM OSTRUŽKI,8000.0,PK5M,5000.0,,,,
88075,OCR12VM,20000,PK5M,10000.0,E6,9500.0,OCR12VM OSTRUŽKI,5000.0,,,,
88076,OCR12VM,20000,E6,10100.0,PK5M,9000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88082,OCR12VM,20000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,7100.0,,,,
88083,OCR12VM,20000,UTOPMO2,10000.0,E6,6000.0,OCR12VM OSTRUŽKI,4000.0,,,,
88084,OCR12VM,23000,UTOPMO2,10000.0,E6,7100.0,OCR12VM OSTRUŽKI,5000.0,,,,
88085,OCR12VM,21500,UTOPMO2,10000.0,E6,7000.0,OCR12VM OSTRUŽKI,5000.0,,,,
88115,OCR12VM,23000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,7100.0,,,,
88143,OCR12VM,23000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6700.0,,,,
88155,OCR12VM,20000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,7000.0,,,,
88172,OCR12VM,18000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6100.0,,,,
88173,OCR12VM,19000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6100.0,,,,
88188,OCR12VM,22000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6000.0,,,,
88207,OCR12VM,22000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6100.0,,,,
88210,OCR12VM,24000,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6100.0,,,,
88211,OCR12VM,22500,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,4000.0,,,,
88237,OCR12VM,12000,UTOPMO2,10000.0,OCR12,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6000.0,,
88238,OCR12VM,12000,UTOPMO2,10000.0,OCR12,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6400.0,,
88266,E6,40100,,,,,,,,,,
88267,OCR12VM,20000,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6800.0,,,,
88289,OCR12VM,15500,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6700.0,,,,
88290,OCR12VM,20000,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,6600.0,,,,
88342,OCR12VM,15000,E6,10100.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88343,OCR12VM,15000,UTOPMO2,10000.0,E6,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88351,OCR12VM,20000,UTOPMO2,10000.0,E6,9500.0,OCR12VM OSTRUŽKI,8000.0,,,,
88352,OCR12VM,20000,E6,10500.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88367,OCR12VM,20000,UTOPMO2,10000.0,E6,8500.0,OCR12VM OSTRUŽKI,8000.0,,,,
88368,OCR12VM,20000,UTOPMO2,10000.0,E6,9000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88369,OCR12VM,20000,UTOPMO2,10000.0,E6,8000.0,OCR12VM OSTRUŽKI,6000.0,,,,
88376,OCR12VM,16500,UTOPMO2,10000.0,E6,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88377,OCR12VM,15000,E6,10100.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
88395,OCR12VM,20000,E6,10700.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88396,OCR12VM,20000,E6,10200.0,PK5M,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
88397,OCR12VM,20000,E6,12500.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88398,OCR12VM,20000,E6,10500.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88409,OCR12VM,20000,PK5,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,7100.0,,,,
88427,OCR12VM,20000,E6,10700.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88428,OCR12VM,20000,E6,10300.0,PK5M,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
88459,OCR12VM,20000,E6,10600.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88460,OCR12VM,20000,E6,10600.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88461,OCR12VM,20000,PK5,10000.0,E6,9600.0,OCR12VM OSTRUŽKI,8000.0,,,,
88473,OCR12,15000,OCR12VM,13000.0,OCR12VM OSTRUŽKI,8000.0,E6,5500.0,,,,
88481,OCR12VM,20000,PK5,10000.0,E6,9600.0,OCR12VM OSTRUŽKI,8000.0,,,,
88498,E6,10200,OCR12,10000.0,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,
88499,E6,11000,OCR12,10000.0,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,
88500,OCR12VM,20000,E6,12300.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88501,OCR12,15000,UTOPMO2,15000.0,OCR12VM OSTRUŽKI,7000.0,E8,3100.0,,,,
88504,OCR12VM,20000,E6,12100.0,PK5,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88511,OCR12VM,20000,E6,12000.0,PK5,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88517,E6,18100,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88533,OCR12VM,20000,E6,12000.0,PK5,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
88542,OCR12VM,15000,UTOPMO4,15000.0,E8,8100.0,OCR12VM OSTRUŽKI,5000.0,,,,
88557,UTOPMO4,15000,OCR12VM,13000.0,E6,8700.0,OCR12VM OSTRUŽKI,7000.0,,,,
88558,OCR12VM,15000,UTOPMO4,15000.0,OCR12VM OSTRUŽKI,7000.0,E6,7000.0,,,,
88559,OCR12VM,15000,UTOPMO4,15000.0,E6,8000.0,OCR12VM OSTRUŽKI,7000.0,,,,
88567,UTOPMO4,20000,OCR12,15000.0,OCR12VM OSTRUŽKI,7000.0,E6,5200.0,,,,
88568,UTOPMO4,15000,OCR12VM,10000.0,E6,8500.0,OCR12VM OSTRUŽKI,7000.0,,,,
88569,UTOPMO4,20000,OCR12,15000.0,E6,6000.0,OCR12VM OSTRUŽKI,4000.0,,,,
88587,OCR12VM,15000,UTOPMO4,15000.0,E6,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
88589,E6,21000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
88599,E6,20200,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
88600,E6,20100,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
88601,E6,15600,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
88602,E6,17600,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
88603,E6,19000,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
88616,E6,19100,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
88622,E6,21100,OCR12VM,10000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
88623,E6,21000,OCR12VM,10000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
88627,E6,15100,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
88657,E6,21100,OCR12VM OSTRUŽKI,7000.0,OCR12VM,6000.0,,,,,,
88658,E6,17500,OCR12VM,13000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
88659,E6,21100,OCR12VM,13000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
88660,E6,15100,OCR12VM,12000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
