HeatNo,Fill#1_ScrapName,Fill#1_ScrapWeight,Fill#2_ScrapName,Fill#2_ScrapWeight,Fill#3_ScrapName,Fill#3_ScrapWeight,Fill#4_ScrapName,Fill#4_ScrapWeight,Fill#5_ScrapName,Fill#5_ScrapWeight,Fill#6_ScrapName,Fill#6_ScrapWeight
79442,E3,43490,,,,,,,,,,
79443,OCR12VM,20000,E6,17600.0,OCR12VM OSTRUŽKI,10000.0,,,,,,
79450,OCR12VM,20000,E6,17600.0,OCR12VM OSTRUŽKI,10000.0,,,,,,
79452,OCR12VM,20000,E6,17000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79453,OCR12VM,20000,E6,17100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79454,E3,41200,,,,,,,,,,
79458,E3,43350,,,,,,,,,,
79467,OCR12VM,20000,E6,17700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79468,OCR12VM,20000,E6,17100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79473,E3,40080,,,,,,,,,,
79481,OCR12VM,20000,E6,18200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79508,OCR12VM,20000,E6,17100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79509,OCR12VM,20000,E6,17600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79510,OCR12VM,20000,E6,17200.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79514,OCR12VM,20000,E6,17200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79537,OCR12VM,20000,E6,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79538,E3,43050,,,,,,,,,,
79539,OCR12VM,20000,E6,17300.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79546,OCR12VM,20000,E6,14800.0,OCR12VM OSTRUŽKI,10000.0,,,,,,
79548,OCR12VM,15000,UTOPMO2,15000.0,OCR12VM OSTRUŽKI,10000.0,E6,8700.0,,,,
79549,OCR12VM,15000,UTOPMO2,15000.0,E6,8700.0,OCR12VM OSTRUŽKI,8000.0,,,,
79586,E3,42000,,,,,,,,,,
79589,OCR12VM,30000,E6,10100.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
79594,E3,44140,E6,0.0,,,,,,,,
79600,E3,43070,,,,,,,,,,
79601,E3,43100,,,,,,,,,,
79617,OCR12VM,30000,OCR12VM OSTRUŽKI,7000.0,E6,6700.0,,,,,,
79625,OCR12VM,27000,E6,8500.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79635,OCR12VM,20000,E6,13600.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79637,OCR12VM,20000,E6,16500.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79645,OCR12VM,30000,E6,8200.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79649,OCR12VM,30000,E6,8500.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
79650,E3,41000,E6,0.0,OSIKRO3,0.0,,,,,,
79653,CRV,30000,OCR12VM OSTRUŽKI,10000.0,E8,5300.0,,0.0,,,,
79672,OCR12VM,30000,E6,9100.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79681,OCR12VM,30000,E6,7100.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79684,OCR12VM,30000,E6,9100.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79685,OCR12VM,30000,E6,8200.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79703,OCR12VM,30000,OCR12VM OSTRUŽKI,10000.0,E6,5800.0,,,,,,
79721,OCR12VM,30000,OCR12VM OSTRUŽKI,10000.0,E6,8600.0,,,,,,
79722,OCR12VM,30000,E6,8600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79737,CRV,35000,E6,6300.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
79745,E6,22600,PK5,20000.0,,,,,,,,
79746,E6,24100,PK5,20000.0,,,,,,,,
79756,OCR12VM,30000,E6,8800.0,OCR12VM OSTRUŽKI,7200.0,,,,,,
79767,CRV,35100,OCR12VM OSTRUŽKI,5000.0,E8,3000.0,,,,,,
79777,CRV,36000,OCR12VM OSTRUŽKI,5000.0,E8,3000.0,,,,,,
79785,OCR12VM,30000,OCR12VM OSTRUŽKI,10000.0,E6,8100.0,,,,,,
79803,E6,23600,PK5,10000.0,,,,,,,,
79804,E6,23700,PK5,10000.0,,,,,,,,
79805,OCR12VM,30000,OCR12VM OSTRUŽKI,10000.0,E6,9000.0,,0.0,,,,
79818,OCR12VM,30000,E8,9400.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79819,OCR12VM,30000,E8,8000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
79820,CRV,30000,OCR12VM OSTRUŽKI,10000.0,E8,4600.0,,,,,,
79827,OCR12VM,30000,OCR12VM OSTRUŽKI,10000.0,E8,5700.0,,,,,,
79847,OCR12VM,25000,E6,13600.0,OCR12VM OSTRUŽKI,10000.0,,,,,,
79850,OCR12VM,25000,E6,10200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
79862,CRV,20000,E6,12200.0,OCR12VM OSTRUŽKI,10000.0,,,,,,
79890,OCR12VM,23600,E6,14500.0,OCR12VM OSTRUŽKI,7100.0,,,,,,
79892,OCR12VM,24800,E6,13600.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
79899,CRV,20000,E6,16600.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
79911,OCR12VM,20000,E6,17300.0,OCR12VM OSTRUŽKI,7500.0,,,,,,
79912,CRV,24800,E6,12300.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
79922,OCR12VM,20000,E6,17100.0,OCR12VM OSTRUŽKI,7500.0,,,,,,
79923,CRV,23000,E6,12000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
79926,OCR12VM,20000,E6,13600.0,OCR12VM OSTRUŽKI,10000.0,,,,,,
79930,OCR12VM,20000,E6,17200.0,OCR12VM OSTRUŽKI,7500.0,,,,,,
79931,CRV,25000,E6,12000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
79949,OCR12VM,20000,E6,14500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
79951,OCR12VM,20000,E6,16200.0,OCR12VM OSTRUŽKI,10000.0,,,,,,
79959,E3,40200,,,,,,,,,,
79960,E6,29600,OCR12VM OSTRUŽKI,10000.0,,,,,,,,
79962,OCR12VM,20000,E8,13600.0,OCR12VM OSTRUŽKI,10000.0,,,,,,
79985,E3,41000,,,,,,,,,,
79986,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,10000.0,,,,,,
79995,OCR12VM,20000,E6,15100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80007,E3,42100,,,,,,,,,,
80016,E6,17200,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80017,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80018,E3,41300,,,,,,,,,,
80019,OCR12VM,20000,E6,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80020,E6,38200,,,,,,,,,,
80023,E3,40200,,,,,,,,,,
80033,E3,40050,,,,,,,,,,
80048,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80056,OCR12VM,25000,E6,18100.0,OCR12VM OSTRUŽKI,0.0,,,,,,
80061,E3,41090,,,,,,,,,,
80062,E6,15200,CRV,15000.0,OCR12VM,15000.0,OCR12VM OSTRUŽKI,0.0,,,,
80068,E3,42200,,,,,,,,,,
80077,OCR12VM,34000,E6,9100.0,OCR12VM OSTRUŽKI,4000.0,,,,,,
80078,CRV,25000,E6,16100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80100,CRV,25000,E6,16000.0,,,,,,,,
80124,CRV,25000,E6,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80150,OCR12VM,28000,E6,13500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80151,CRV,25000,E6,19000.0,,,,,,,,
80164,CRV,25000,E6,14100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80172,CRV,25000,E6,15100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80173,OCR12VM,30000,E6,9200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80174,CRV,20000,E6,16600.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80194,OCR12VM,30000,E6,9700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80209,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E8,6300.0,,,,,,
80217,E6,19200,CRV,19000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80245,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,7100.0,,,,,,
80250,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E8,5500.0,,,,,,
80251,E6,20500,CRV,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80265,OCR12VM,30000,E6,9200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80270,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,8000.0,,,,,,
80271,UTOPMO2,30000,E6,12500.0,,,,,,,,
80282,UTOPMO2,30000,E6,11500.0,,,,,,,,
80292,OCR12VM,20000,E6,17100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80293,OCR12VM,20000,E6,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80294,UTOPMO2,25000,E6,18200.0,,,,,,,,
80324,E6,28100,OCR12VM,10000.0,UTOPMO4,10000.0,CRMO OSTRUŽKI,0.0,,,,
80330,OCR12VM,30000,E6,9800.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80334,E6,22200,OCR12VM,20000.0,,,,,,,,
80335,OCR12VM,20000,E6,19100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80341,E6,24600,CRV,20000.0,,,,,,,,
80362,OCR12VM,20000,E6,18600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80363,OCR12VM,20000,E6,18200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80368,CRV,25000,E6,14600.0,,,,,,,,
80372,OCR12VM,30000,E6,9600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80375,CRV,25000,E6,14700.0,,,,,,,,
80381,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E8,6200.0,,,,,,
80395,OCR12VM,25000,E6,13500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80396,OCR12VM,22000,E6,13100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80398,OCR12VM,20000,E6,14600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80412,OCR12VM,25000,E6,12200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80413,PK5,25000,E6,18700.0,,,,,,,,
80418,PK5,25000,E6,18300.0,,,,,,,,
80425,OCR12VM,30000,E6,9100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80426,CRV,25000,E6,11500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80455,OCR12VM,25000,E6,13600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80464,OCR12VM,25000,E6,13500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80465,OCR12VM,24000,E6,13100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80471,OCR12VM,24000,E6,13000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80484,OCR12VM,25000,E6,13000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80488,CRV,35000,OCR12VM OSTRUŽKI,5000.0,E6,4500.0,OSIKRO4,0.0,UTOP1,0.0,UTOP2,0.0
80494,CRV,30000,E6,7100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80518,CRV,30000,E6,15200.0,,,,,,,,
80519,CRV,30000,E6,11200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80522,CRV,30000,OCR12VM OSTRUŽKI,5000.0,E6,4300.0,,,,,,
80537,OCR12VM,35000,E6,8000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80538,CRV,30000,E6,10500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80539,OCR12VM,35000,E6,5200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80578,UTOPMO2,20000,E6,14100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80580,OCR12VM,37000,OCR12VM OSTRUŽKI,5000.0,E8,3400.0,,,,,,
80581,UTOPMO2,20000,E6,16500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80591,CRV,30000,E6,11200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80592,CRV,30000,E6,11000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80601,OCR12VM,30000,E6,11200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80602,OCR12VM,30000,E6,11200.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
80603,OCR12VM,30000,E6,11000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80604,OCR12VM,30000,E6,11100.0,OCR12VM OSTRUŽKI,4000.0,,,,,,
80610,UTOPMO2,20000,E6,16500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80634,UTOPMO2,25000,E6,9200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80635,UTOPMO2,25000,OCR12VM OSTRUŽKI,8000.0,E6,6100.0,,,,,,
80650,E3,38200,,,,,,,,,,
80653,E3,39120,,,,,,,,,,
80660,OCR12VM,30000,E6,9100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80676,E3,40270,,,,,,,,,,
80677,E3,39130,,,,,,,,,,
80697,CRV,20000,E6,19100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80702,OCR12VM,35000,E6,7200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80715,CRV,25000,E6,13600.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80717,CRV,25000,E6,8600.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80729,OCR12VM,35000,E6,8100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80732,OCR12VM,30000,E6,11200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80747,OCR12VM,35000,E6,8100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80748,OCR12VM,34000,E6,8000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80757,OCR12VM,25000,E6,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80758,OCR12VM,35000,E6,6100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80762,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,6100.0,,,,,,
80770,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,6600.0,,,,,,
80784,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,6100.0,,,,,,
80817,OCR12VM,30000,E6,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80823,CRV,25000,E6,12100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80824,CRV,25000,E6,11100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80833,OCR12VM,25000,E6,13000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80834,OCR12VM,25000,E6,12100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80845,CRV,30000,E6,9500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80846,CRV,30000,OCR12VM OSTRUŽKI,8000.0,E6,6600.0,,,,,,
80864,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,5500.0,,,,,,
80869,OCR12VM,30000,E6,8700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80870,CRV,31000,E6,5500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80871,OCR12VM,30000,E6,9000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80880,OCR12VM,30000,E6,8100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80881,CRV,30000,OCR12VM OSTRUŽKI,8000.0,E6,8000.0,,,,,,
80899,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,4100.0,,,,,,
80901,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,6000.0,,,,,,
80913,CRV,30000,E6,8200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80925,OCR12VM,20000,E6,17000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80926,OCR12VM,20000,E6,17000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80927,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80940,CRV,20000,E6,18200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80941,CRV,20000,E6,15600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80943,E6,20600,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80952,OCR12VM,30000,E6,8100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
80971,UTOPMO2,25000,E6,14200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80975,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
80982,UTOPMO2,25000,E6,14100.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
80983,UTOPMO2,25000,E6,13500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81017,E6,21000,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81018,UTOPMO2,25000,E6,13500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81027,OCR12VM,30000,E6,9100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81057,CRV,30000,E6,9000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81058,OCR12VM,35000,OCR12VM OSTRUŽKI,8000.0,E8,4000.0,,,,,,
81065,CRV,30000,E6,8700.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81066,CRV,30000,E6,8100.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
81067,OCR12VM,30000,E6,12100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81073,OCR12VM,30000,E6,12100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81074,OCR12VM,30000,E6,9300.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81075,CRV,30000,E6,8100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81086,OCR12VM,30000,E6,12100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81088,OCR12VM,25000,E6,21900.0,OCR12VM OSTRUŽKI,0.0,,,,,,
81092,CRV,30000,OCR12VM OSTRUŽKI,8000.0,E6,5800.0,,,,,,
81107,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,7200.0,,,,,,
81108,OCR12VM,30000,E6,10500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81110,OCR12VM,30000,E6,11100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81117,UTOPMO2,20000,E6,11900.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81120,E3,37100,,,,,,,,,,
81132,OCR12VM,20000,E6,13100.0,OCR12VM OSTRUŽKI,6500.0,,,,,,
81133,OCR12VM,25000,E6,14500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81134,OCR12VM,25000,E6,14600.0,OCR12VM OSTRUŽKI,6500.0,,,,,,
81136,UTOPMO2,25000,E6,16000.0,,,,,,,,
81140,E6,24200,PK5,20000.0,,,,,,,,
81145,OCR12VM,25000,E6,13000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81156,OCR12VM,25000,E6,12000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81157,UTOPMO2,25000,E6,13000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81166,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,7400.0,,,,,,
81184,CRV,30000,E6,9300.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81206,CRV,20000,E6,17700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81207,CRV,20000,E6,16500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81208,PK5,20000,E6,13600.0,OCR12VM OSTRUŽKI,8000.0,CRV,0.0,,,,
81214,OCR12VM,30000,E6,10400.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81215,OCR12VM,30000,E6,9100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81226,UTOPMO2,30000,E6,8000.0,OCR12VM OSTRUŽKI,4000.0,,,,,,
81236,UTOPMO2,30000,OCR12VM OSTRUŽKI,8000.0,E6,6500.0,,,,,,
81241,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,5900.0,,,,,,
81242,OCR12VM,30000,E6,8300.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81254,UTOPMO2,25000,E6,12000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81255,OCR12VM,30000,E6,8100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81265,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,7000.0,,,,,,
81267,OCR12VM,30000,E6,10200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81293,OCR12VM,30000,E6,8100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81305,OCR12VM,30000,OCR12VM OSTRUŽKI,8000.0,E6,8000.0,,,,,,
81315,OCR12VM,30000,E6,10600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81317,CRV,25000,E6,12100.0,OCR12VM OSTRUŽKI,8000.0,,0.0,,,,
81324,OCR12VM,20000,E6,10700.0,CRV,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
81336,OCR12,20000,PT181,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,4900.0,,,,
81338,OCR12VM,20000,E6,16200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81350,OCR12,15000,OCR12VM,15000.0,E6,9000.0,OCR12VM OSTRUŽKI,8000.0,,,,
81371,CRV,30000,OCR12VM OSTRUŽKI,8000.0,E6,7600.0,,,,,,
81372,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81378,CRV,30000,OCR12VM OSTRUŽKI,8000.0,E6,7500.0,,,,,,
81379,CRV,25000,E6,19100.0,,,,,,,,
81395,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81396,OCR12VM,25000,OCR12VM OSTRUŽKI,8000.0,E6,8000.0,,,,,,
81397,OCR12VM,20000,E6,15600.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81407,OCR12VM,25000,E6,10300.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81408,OCR12VM,25000,E6,14600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81409,OCR12VM,25000,E6,13800.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81424,OCR12VM,25000,E6,13000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81428,OCR12,15000,OCR12VM,15000.0,E6,9500.0,OCR12VM OSTRUŽKI,5000.0,,,,
81435,OCR12VM,25000,E6,13700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81484,CRV,30000,E6,9800.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81485,CRV,30000,E6,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81486,OCR12VM,30000,E6,8200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81506,CRV,30000,E6,10100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81529,CRV,30000,E6,9700.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81530,OCR12VM,30000,E6,8600.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81550,CRV,25000,E6,15800.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81582,OCR12VM,30000,E6,11200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81583,OCR12VM,30000,E6,11500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81584,CRV,30000,E6,10200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81597,OCR12,20000,OCR12VM,15000.0,E6,13000.0,,,,,,
81607,OCR12VM,30000,E6,11500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81608,OCR12VM,30000,E6,11200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81633,OCR12VM,30000,E6,9500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81634,CRV,30000,OCR12VM OSTRUŽKI,8000.0,E6,8000.0,,,,,,
81647,OCR12VM,20000,E6,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81649,CRV,30000,E6,10600.0,OCR12VM,8000.0,OCR12VM OSTRUŽKI,0.0,,,,
81650,CRV,25000,E6,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81688,OCR12VM,30000,E6,8100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81702,OCR12VM,30000,E6,9000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81722,OCR12VM,30000,E6,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81736,OCR12VM,30000,E6,10100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81759,OCR12VM,30000,E6,9000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81760,CRV,30000,OCR12VM OSTRUŽKI,8000.0,E6,6000.0,,,,,,
81763,CRV,30000,OCR12VM OSTRUŽKI,8000.0,E6,5600.0,,,,,,
81778,OCR12VM,30000,E6,9100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81779,CRV,30000,OCR12VM OSTRUŽKI,8000.0,E6,4000.0,,,,,,
81786,OCR12VM,30000,E6,10800.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81801,OCR12VM,30000,E6,9100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81820,E6,21200,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81838,CRV,20000,E6,16700.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81844,E6,21800,CRV,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81845,E6,18200,CRV,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81853,OCR12VM,30000,E6,11500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81854,OCR12VM,30000,E6,11200.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81894,OCR12VM,25000,E6,13100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81896,UTOPMO2,15000,CRV,10000.0,E6,9500.0,OCR12VM OSTRUŽKI,8000.0,,0.0,,
81897,OCR12VM,25000,E6,9700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81899,OCR12VM,30000,E6,8700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81900,OCR12VM,30000,E6,9100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81904,E6,18500,CRV,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
81921,E6,19000,CRV,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
81922,E6,15100,CRV,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
81945,OCR12VM,20000,E6,18500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
81947,OCR12VM,25000,E6,10100.0,OCR12VM OSTRUŽKI,8000.0,,0.0,,,,
81948,E6,20000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
81969,OCR12VM,25000,E6,10600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
