HeatNo,LFVD_AlBloki,LFVD_AlGran,LFVD_Boksit,LFVD_CaO,LFVD_CaSi,LFVD_CASIfi13,LFVD_Cfi13,LFVD_CoMet,LFVD_Cu,LFVD_EPŽŽlindra,LFVD_FeAl,LFVD_FeB,LFVD_FeBŽica,LFVD_FeCrNit,LFVD_FeCrA,LFVD_FeCrC,LFVD_FeCrCSi,LFVD_FeCrC51,LFVD_FeMnA,LFVD_FeMnC,LFVD_FeMo,LFVD_FeNbTa,LFVD_FeNbTafi13,LFVD_FeS,LFVD_FeSi,LFVD_FeSiZrŽica,LFVD_FeTi,LFVD_FeTifi13,LFVD_FeV,LFVD_FeW72,LFVD_KarboritMleti,LFVD_MnMet,LFVD_NiGran,LFVD_NiKatode,LFVD_NiOksid,LFVD_OdpCu,LFVD_Polymox,LFVD_SŽica,LFVD_SiMet,LFVD_SiMn,LFVD_SLAGMAG65B,LFVD_KarboritZaVpih,LFVD_Ni90,LFVD_AlŽica,LFVD_Molyquick,LFVD_AlOplašèenaŽica,LFVD_BelaŽlindra,LFVD_Kisik,LFVD_KalcijevKarbid,LFVD_WPaketi,LFVD_SintŽlindra
91298,11,0,240,500,0,14.7,11.0,0,0,0,0,0,0,0,0,1015,0,0,0,68,111,0,0,0,80,0,0,0,425,0,90,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.6,0,0,0,0,0
91322,8,0,240,550,0,14.5,27.6,0,0,0,0,0,0,0,0,1270,0,0,0,25,280,0,0,0,140,0,0,0,425,0,140,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91330,0,0,210,300,0,14.7,18.4,0,0,0,0,0,0,0,0,1450,0,0,0,70,70,0,0,0,95,0,0,0,305,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,50,0,0
91331,0,0,210,350,0,14.7,0.0,0,0,0,0,0,0,0,0,580,0,0,0,75,120,0,0,0,125,0,0,0,298,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,50,0,0
91332,0,0,210,350,0,14.0,33.1,0,0,0,0,0,0,0,0,120,0,0,0,90,85,0,0,0,170,0,0,0,265,0,330,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.0,0,0,50,0,0
91362,5,0,100,450,0,15.0,14.7,0,0,0,0,0,0,0,0,1000,0,0,0,20,190,0,0,0,130,0,0,0,255,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91364,5,0,150,350,0,14.7,27.6,0,0,120,0,0,0,0,0,1350,0,0,0,54,92,0,0,0,142,0,0,0,228,0,130,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.3,0,0,50,0,0
91365,10,0,180,450,0,15.2,18.4,0,0,120,0,0,0,0,0,1200,0,0,0,50,130,0,0,0,160,0,0,0,264,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.3,0,0,50,0,0
91401,10,0,220,350,0,15.0,0.0,0,0,0,0,0,0,0,0,870,0,0,0,30,445,0,0,0,30,0,0,0,290,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,0,0,0
91418,10,0,130,450,0,16.6,42.3,0,0,0,0,0,0,0,80,80,0,0,0,70,210,0,0,0,180,0,0,0,150,0,455,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.7,0,0,0,0,0
91420,5,0,130,450,0,14.7,27.6,0,0,0,0,0,0,0,0,380,0,0,0,60,60,0,0,0,135,0,0,0,310,0,195,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.4,0,0,0,0,0
91421,3,0,100,300,0,14.7,18.4,0,0,0,0,0,0,0,0,350,0,0,0,47,98,0,0,0,70,0,0,0,275,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.1,0,0,0,0,0
91422,0,0,220,300,0,13.6,16.6,0,0,0,0,0,0,0,50,150,0,0,0,100,180,0,0,0,115,0,0,0,470,0,400,0,15,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.0,0,0,0,0,0
91438,4,0,220,450,0,15.2,42.3,0,0,0,0,0,0,0,0,400,0,0,0,0,200,0,0,0,110,0,0,0,325,0,270,0,0,0,0,0,0,0.0,0,20,0,0,0,0.0,0,0.0,0,0,50,0,0
91439,4,0,80,550,0,13.8,11.0,0,0,150,0,0,0,0,0,1150,0,0,0,30,70,0,0,0,150,0,0,0,295,0,175,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91460,12,0,200,350,0,15.2,7.4,0,0,0,0,0,0,0,0,660,0,0,0,45,225,0,0,0,115,0,0,0,300,0,120,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.1,0,0,0,0,0
91461,5,0,210,600,0,13.6,22.1,0,0,150,0,0,0,0,0,830,0,0,0,45,104,0,0,0,140,0,0,0,259,0,140,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91470,6,0,170,350,0,15.2,32.2,0,0,0,0,0,0,0,0,690,0,0,0,75,225,0,0,0,55,0,0,0,290,0,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6.9,0,0,0,0,0
91481,6,0,170,350,0,15.4,5.5,0,0,0,0,0,0,0,260,280,0,0,0,0,210,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0.0,0,100,0,0,0,0.0,0,7.6,0,0,0,0,0
91482,12,0,200,300,0,15.0,0.0,0,0,0,0,0,0,0,100,410,0,500,0,10,227,0,0,0,65,0,0,0,293,0,105,0,0,0,0,0,0,0.0,0,70,0,0,0,0.0,0,4.1,0,0,50,0,0
91503,4,0,340,900,0,14.5,0.0,0,0,0,0,0,0,0,150,500,0,0,0,40,110,0,0,0,60,0,0,0,405,0,160,0,0,0,0,0,0,0.0,0,15,0,0,0,0.0,0,2.5,0,0,50,0,0
91505,5,0,250,450,0,14.0,18.4,0,0,0,0,0,0,0,0,1500,0,0,0,0,155,0,0,0,80,0,0,0,371,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.5,0,0,0,0,0
91506,5,0,300,550,0,14.0,0.0,0,0,0,0,0,0,0,0,900,0,0,0,25,63,0,0,0,55,0,0,0,382,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.2,0,0,50,0,0
91511,0,0,60,300,0,15.0,17.5,0,0,0,0,0,0,0,0,700,0,0,0,95,7,0,0,0,55,0,0,0,300,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,0,0,0
91512,0,0,150,550,0,13.8,0.0,0,0,0,0,0,0,0,0,1500,0,0,0,0,210,0,0,0,45,0,0,0,315,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.0,0,0,0,0,0
91516,3,0,290,750,0,15.4,19.3,0,0,150,0,0,0,0,0,2080,0,0,0,58,0,0,0,0,135,0,0,0,290,0,325,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.7,0,0,50,0,0
91524,4,0,200,450,0,14.5,5.5,0,0,150,0,0,0,0,0,450,0,0,0,30,0,0,0,0,120,0,0,0,276,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.7,0,0,50,0,0
91525,0,0,110,350,0,14.7,5.5,0,0,0,0,0,0,0,40,680,0,0,0,35,56,0,0,0,95,0,0,0,235,0,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,0,0,0
91531,15,0,150,700,0,73.6,22.1,0,0,150,0,0,0,0,50,600,0,0,0,0,72,0,0,0,80,0,0,0,290,0,95,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,50,0,0
91533,5,0,250,450,0,14.0,22.1,0,0,0,0,0,0,0,0,500,0,0,0,30,100,0,0,0,150,0,0,0,315,0,245,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.8,0,0,50,0,0
91544,0,0,70,450,0,14.5,5.5,0,0,100,0,0,0,0,0,730,0,0,0,30,90,0,0,0,145,0,0,0,442,0,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,50,0,0
91545,0,0,80,400,0,13.3,9.2,0,0,0,0,0,0,0,0,1147,0,0,0,27,26,0,0,0,182,0,0,0,383,0,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,50,0,0
91546,6,0,180,300,0,15.0,8.3,0,0,0,0,0,0,0,0,845,0,0,0,45,90,0,0,0,55,0,0,0,305,0,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6.3,0,0,50,0,0
91547,12,0,190,650,0,61.0,23.9,0,0,0,0,0,0,0,0,1650,0,0,0,60,135,0,0,0,140,0,0,0,308,0,160,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.9,0,0,0,0,0
91593,0,0,90,650,0,15.4,18.4,0,0,150,0,0,0,0,0,1880,0,0,0,0,110,0,0,0,120,0,0,0,285,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.4,0,0,0,0,0
91594,5,0,180,550,0,30.4,33.1,0,0,0,0,0,0,0,80,1050,0,0,0,57,228,0,0,0,150,0,0,0,346,0,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,0,0,0
91595,5,0,170,350,0,14.3,0.0,0,0,100,0,0,0,0,0,1370,0,0,0,48,185,0,0,0,103,0,0,0,253,0,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91611,0,0,70,350,0,15.0,49.7,0,0,0,0,0,0,0,0,580,0,0,0,0,230,0,0,0,25,0,0,0,275,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6.2,0,0,50,0,0
91624,0,0,180,350,0,15.0,14.7,0,0,0,0,0,0,0,0,1030,0,0,0,30,270,0,0,0,65,0,0,0,270,0,95,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.0,0,0,0,0,0
91657,10,0,180,400,0,14.7,5.5,0,0,120,0,0,0,0,0,1010,0,0,0,32,156,0,0,0,186,0,0,0,265,0,195,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,50,0,0
91658,15,0,290,600,0,15.2,36.8,0,0,100,0,0,0,0,0,833,0,0,0,22,137,0,0,0,100,0,0,0,292,0,150,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,0.0,0,0,0,0,0
91667,11,0,400,400,0,34.5,27.6,0,0,0,0,0,0,0,0,1690,0,0,0,40,157,0,0,0,162,0,0,0,306,0,115,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,0,0,0
91668,12,0,170,400,0,61.2,11.0,0,0,150,0,0,0,0,80,770,0,0,0,0,175,0,0,0,110,0,0,0,275,0,285,0,0,0,0,0,0,0.0,0,40,0,0,0,0.0,0,2.5,0,0,50,0,0
91723,0,0,90,450,0,15.0,46.0,0,0,0,0,0,0,0,0,870,0,0,0,0,125,0,0,0,170,0,0,0,403,0,180,0,0,0,0,0,0,0.0,0,50,0,0,0,0.0,0,2.1,0,0,50,0,0
91736,15,0,130,550,0,14.7,12.9,0,0,150,0,0,0,0,0,1280,0,0,0,30,135,0,0,0,110,0,0,0,280,0,270,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,50,0,0
91740,4,0,320,600,0,14.7,22.1,0,0,0,0,0,0,0,0,1223,0,0,0,125,92,0,0,0,81,0,0,0,502,0,115,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.1,0,0,50,0,0
91746,6,0,80,300,0,38.4,36.8,0,0,0,0,0,0,0,0,300,0,0,0,20,155,0,0,0,105,0,0,0,338,0,185,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,0,0,0
91749,10,0,170,400,0,14.7,18.4,0,0,100,0,0,0,0,0,650,0,0,0,40,177,0,0,0,105,0,0,0,310,0,195,0,0,0,0,0,0,0.0,0,10,0,0,0,0.0,0,2.0,0,0,0,0,0
91750,4,0,180,550,0,49.2,7.4,0,0,0,0,0,0,0,80,1510,0,0,0,32,121,0,0,0,134,0,0,0,318,0,185,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.0,0,0,50,0,0
91751,4,0,350,700,0,48.5,0.0,0,0,0,0,0,0,0,0,1060,0,0,0,20,103,0,0,0,130,0,0,0,413,0,165,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91752,8,0,300,550,0,15.4,36.8,0,0,100,0,0,0,0,0,835,0,0,0,275,136,0,0,0,161,0,0,0,301,0,255,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,50,0,0
91769,14,0,305,650,0,14.3,0.0,0,0,0,0,0,0,0,150,170,0,0,0,35,145,0,0,0,75,0,0,0,320,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
91808,2,0,70,450,0,14.7,0.0,0,0,0,0,0,0,0,0,1100,0,0,0,50,73,0,0,0,135,0,0,0,365,0,240,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91828,14,0,110,650,0,23.0,9.2,0,0,0,0,0,0,0,0,1900,0,0,0,0,160,0,0,0,120,0,0,0,355,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,0,0,0
91829,15,0,280,1000,0,71.1,0.0,0,0,150,0,0,0,0,0,550,0,0,0,0,155,0,0,0,120,0,0,0,290,0,225,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.4,0,0,50,0,0
91838,10,0,240,650,0,23.0,0.0,0,0,0,0,0,0,0,0,1580,0,0,0,60,215,0,0,0,135,0,0,0,375,0,95,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
91839,14,0,120,610,0,37.5,14.7,0,0,0,0,0,0,0,0,950,0,0,0,45,180,0,0,0,95,0,0,0,340,0,240,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.8,0,0,50,0,0
91844,0,0,120,600,0,37.0,14.7,0,0,0,0,0,0,0,0,500,0,0,0,66,60,0,0,0,98,0,0,0,521,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91871,5,0,80,350,0,14.3,51.5,0,0,0,0,0,0,0,0,500,0,0,0,30,200,0,0,0,130,0,0,0,345,0,240,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.1,0,0,0,0,0
91872,10,0,150,350,0,14.3,11.0,0,0,0,0,0,0,0,0,620,0,0,0,60,100,0,0,0,90,0,0,0,20,0,90,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.0,0,0,0,0,0
91873,4,0,210,600,0,13.8,9.2,0,0,0,0,0,0,0,0,990,0,0,0,10,0,0,0,0,130,0,0,0,478,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91888,5,0,210,350,0,15.9,18.4,0,0,0,0,0,0,0,0,1620,0,0,0,0,230,0,0,0,160,0,0,0,90,0,110,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,4.5,0,0,50,0,0
91889,15,0,180,800,0,15.0,0.0,0,0,150,0,0,0,0,0,70,0,500,0,0,200,0,0,0,120,0,0,0,280,0,395,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,5.8,0,0,50,0,0
91890,0,0,80,650,0,34.5,22.1,0,0,0,0,0,0,0,0,850,0,0,0,0,155,0,0,0,140,0,0,0,12,0,20,0,0,0,0,0,0,0.0,0,50,0,0,0,0.0,0,3.3,0,0,0,0,0
91897,4,0,270,550,0,13.3,9.2,0,0,100,0,0,0,0,0,380,0,0,0,107,77,0,0,0,100,0,0,0,427,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91903,0,0,220,350,0,34.5,6.1,0,0,0,0,0,0,0,0,1810,0,0,0,50,91,0,0,0,110,0,0,0,330,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.1,0,0,50,0,0
91908,8,0,150,1100,0,49.9,64.4,0,0,150,0,0,0,0,0,0,0,0,0,100,315,0,0,0,170,0,0,0,480,0,180,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.7,0,0,50,0,0
91909,8,0,210,500,0,103.5,0.0,0,0,120,0,0,0,0,0,2210,0,0,0,90,192,0,0,0,100,0,0,0,375,0,195,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.3,0,0,0,0,0
91916,0,0,250,550,0,15.4,18.4,0,0,0,0,0,0,0,0,1690,0,0,0,40,140,0,0,0,170,0,0,0,480,0,235,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.6,0,0,50,0,0
91935,9,0,370,800,0,14.3,46.0,0,0,120,0,0,0,0,220,1300,0,0,0,95,128,0,0,0,135,0,0,0,522,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91936,16,0,240,550,0,14.7,0.0,0,0,100,0,0,0,0,0,1800,0,0,0,40,171,0,0,0,128,0,0,0,330,0,210,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91937,8,0,220,500,0,14.5,11.0,0,0,100,0,0,0,0,70,0,0,0,0,97,91,0,0,0,98,0,0,0,395,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91964,0,0,230,500,0,13.8,18.4,0,0,100,0,0,0,0,0,1500,0,0,0,0,79,0,0,0,162,0,0,0,326,0,225,0,0,0,0,0,0,0.0,0,15,0,0,0,0.0,0,0.0,0,0,0,0,0
91965,8,0,180,500,0,34.5,18.4,0,0,0,0,0,0,0,0,1760,0,0,0,49,154,0,0,0,155,0,0,0,315,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91966,8,0,70,300,0,15.2,18.4,0,0,0,0,0,0,0,200,650,0,0,0,75,195,0,0,0,105,0,0,0,302,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.0,0,0,50,0,0
91975,4,0,210,300,0,15.2,27.6,0,0,0,0,0,0,0,0,665,0,0,0,77,140,0,0,0,140,0,0,0,305,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,50,0,0
91985,15,0,260,600,0,14.3,22.1,0,0,0,0,0,0,0,0,650,0,0,0,0,90,0,0,0,85,0,0,0,265,0,90,0,0,0,0,0,0,0.0,0,70,0,0,0,0.0,0,5.4,0,0,50,0,0
91986,8,0,100,300,0,14.7,18.4,0,0,150,0,0,0,0,0,1500,0,0,0,87,137,0,0,0,122,0,0,0,269,0,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.0,0,0,50,0,0
91998,14,0,100,400,0,14.3,36.8,0,0,0,0,0,0,0,0,1200,0,0,0,70,88,0,0,0,139,0,0,0,543,0,180,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
91999,4,0,185,350,0,14.3,0.0,0,0,0,0,0,0,0,200,700,0,0,0,0,180,0,0,0,110,0,0,0,297,0,250,70,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,0,0,0
92008,0,0,220,400,0,14.7,18.4,0,0,0,0,0,0,0,0,880,0,0,0,25,50,0,0,0,215,0,0,0,555,0,305,0,0,0,0,0,0,0.0,0,110,0,0,0,0.0,0,3.3,0,0,0,0,0
92009,12,0,200,350,0,15.0,5.5,0,0,0,0,0,0,0,0,840,0,0,0,70,280,0,0,0,0,0,0,0,325,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.8,0,0,0,0,0
92018,0,0,210,350,0,14.5,27.6,0,0,0,0,0,0,0,0,1230,0,0,0,24,185,0,0,0,100,0,0,0,335,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.7,0,0,50,0,0
92019,6,0,210,350,0,14.7,0.0,0,0,0,0,0,0,0,0,260,0,0,0,70,177,0,0,0,80,0,0,0,325,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.6,0,0,0,0,0
92020,0,0,220,350,0,15.0,7.4,0,0,0,0,0,0,0,0,210,0,0,0,70,110,0,0,0,130,0,0,0,262,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,0,0,0
92027,0,0,130,500,0,13.1,18.4,0,0,150,0,0,0,0,0,300,0,0,0,62,178,0,0,0,160,0,0,0,260,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
92040,0,0,210,500,0,13.3,27.6,0,0,120,0,0,0,0,0,765,0,0,0,0,440,0,0,0,35,0,0,0,478,0,100,0,0,0,0,0,0,0.0,0,33,0,0,0,0.0,0,2.0,0,0,50,0,0
92047,0,0,150,400,0,14.3,22.1,0,0,0,0,0,0,0,0,1000,0,0,0,60,160,0,0,0,135,0,0,0,270,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,50,0,0
92048,4,0,300,400,0,23.0,0.0,0,0,0,0,0,0,0,0,500,0,0,0,40,150,0,0,0,75,0,0,0,215,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
92083,0,0,85,750,0,14.7,18.4,0,0,150,0,0,0,0,200,600,0,0,0,0,570,0,0,0,90,0,0,0,545,0,90,0,0,0,0,0,0,0.0,0,50,0,0,0,0.0,0,1.7,0,0,50,0,0
92087,0,0,80,550,0,13.3,0.0,0,0,100,0,0,0,0,0,680,0,0,0,73,131,0,0,0,163,0,0,0,295,0,190,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
92119,0,0,220,500,0,14.5,0.0,0,0,0,0,0,0,0,0,880,0,0,0,0,265,0,0,0,70,0,0,0,290,0,0,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,0,1.7,0,0,50,0,0
92120,8,0,80,700,0,48.8,27.6,0,0,0,0,0,0,0,0,0,0,0,0,70,250,0,0,0,90,0,0,0,245,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
92121,4,0,80,650,0,14.0,22.1,0,0,0,0,0,0,0,0,630,0,0,0,50,350,0,0,0,100,0,0,0,315,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.1,0,0,0,0,0
92135,4,0,240,500,0,14.5,27.6,0,0,0,0,0,0,0,0,1150,0,0,0,90,70,0,0,0,130,0,0,0,320,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.0,0,0,0,0,0
92140,0,0,240,500,0,27.6,22.1,0,0,0,0,0,0,0,0,400,0,0,0,60,190,0,0,0,40,0,0,0,250,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,0,0,0
92141,11,0,250,500,0,69.0,0.0,0,0,0,0,0,0,0,0,1190,0,0,0,30,200,0,0,0,80,0,0,0,265,0,0,0,0,0,0,0,0,0.0,0,60,0,0,0,0.0,0,0.0,0,0,0,0,0
92142,17,0,120,750,0,49.2,22.1,0,0,0,0,0,0,0,0,420,0,0,0,70,110,0,0,0,55,0,0,0,335,0,180,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6.6,0,0,50,0,0
92181,5,0,260,500,0,15.4,11.0,0,0,100,0,0,0,0,0,1405,0,0,0,31,544,0,0,0,153,0,0,0,565,0,90,0,0,0,0,0,0,0.0,0,65,0,0,0,0.0,0,0.0,0,0,50,0,0
92194,10,0,260,380,0,16.1,0.0,0,0,100,0,0,0,0,0,1305,0,0,0,62,250,0,0,0,88,0,0,0,344,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,0,0,0
92195,13,0,450,900,0,61.2,7.4,0,0,100,0,0,0,0,0,930,0,0,0,76,250,0,0,0,30,0,0,0,301,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.0,0,0,50,0,0
92205,0,0,130,300,0,14.3,7.4,0,0,120,0,0,0,0,0,1372,0,0,0,50,103,0,0,0,160,0,0,0,313,0,120,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,50,0,0
92206,0,0,230,700,0,15.2,27.6,0,0,120,0,0,0,0,95,1900,0,0,0,70,127,0,0,0,108,0,0,0,452,0,105,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,50,0,0
92207,10,0,260,550,0,16.1,0.0,0,0,120,0,0,0,0,0,1220,0,0,0,65,210,0,0,0,90,0,0,0,345,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.1,0,0,50,0,0
92208,10,0,230,500,0,15.2,16.6,0,0,120,0,0,0,0,0,875,0,0,0,66,172,0,0,0,56,0,0,0,353,0,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.8,0,0,0,0,0
92218,10,0,210,350,0,57.5,12.9,0,0,130,0,0,0,0,0,970,0,0,0,35,77,0,0,0,171,0,0,0,345,0,325,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.7,0,0,0,0,0
92219,10,0,150,200,0,15.4,9.2,0,0,120,0,0,0,0,0,1000,0,0,0,82,107,0,0,0,115,0,0,0,316,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,50,0,0
92237,15,0,290,750,0,14.7,5.5,0,0,150,0,0,0,0,250,1380,0,0,0,0,230,0,0,0,80,0,0,0,305,0,15,0,0,0,0,0,0,0.0,0,65,0,0,0,0.0,0,4.2,0,0,50,0,0
92238,5,0,200,800,0,14.7,20.2,0,0,150,0,0,0,0,0,1350,0,0,0,140,165,0,0,0,140,0,0,0,505,0,120,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.3,0,0,50,0,0
92239,5,0,310,800,0,48.8,7.4,0,0,150,0,0,0,0,0,2050,0,0,0,135,245,0,0,0,155,0,0,0,510,0,140,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,50,0,0
92254,0,0,190,570,0,34.5,19.3,0,0,150,0,0,0,0,0,465,0,0,0,70,241,0,0,0,105,0,0,0,395,0,95,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.3,0,0,0,0,0
92262,0,0,180,700,0,48.3,36.8,0,0,100,0,0,0,0,0,760,0,0,0,33,125,0,0,0,67,0,0,0,302,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.7,0,0,0,0,0
92263,12,0,250,700,0,84.0,5.5,0,0,200,0,0,0,0,0,640,0,0,0,40,25,0,0,0,110,0,0,0,311,0,95,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.1,0,0,0,0,0
92264,6,0,270,700,0,83.7,5.5,0,0,200,0,0,0,0,0,600,0,0,0,40,227,0,0,0,90,0,0,0,312,0,220,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.4,0,0,0,0,0
92271,0,0,80,300,0,15.0,0.0,0,0,0,0,0,0,0,0,900,0,0,0,77,157,0,0,0,100,0,0,0,327,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
92272,5,0,300,800,0,49.7,27.6,0,0,100,0,0,0,0,0,1030,0,0,0,70,78,0,0,0,163,0,0,0,340,0,240,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.0,0,0,0,0,0
