HeatNo,LFVD_LastTemperature
76853,1455.0
76883,1455.0
76884,1455.0
76904,1455.0
76920,1455.0
76926,1455.0
76930,1455.0
76939,1455.0
76947,1455.0
76955,1455.0
76958,1455.0
76963,1455.0
76964,1455.0
76970,1455.0
76971,1455.0
76972,1455.0
76974,1455.0
76980,1455.0
76994,1455.0
76995,1455.0
77009,1455.0
77018,1455.0
77019,1455.0
77026,1455.0
77027,1455.0
77028,1455.0
77040,1455.0
77042,1455.0
77062,1455.0
77067,1455.0
77068,1455.0
77082,1455.0
77084,1455.0
77090,1455.0
77098,1455.0
77099,1455.0
77108,1455.0
77123,1455.0
77124,1455.0
77135,1455.0
77152,1455.0
77155,1455.0
77156,1455.0
77172,1455.0
77180,1455.0
77191,1455.0
77202,1455.0
77209,1455.0
77228,1455.0
77244,1455.0
77255,1455.0
77269,1455.0
77270,1455.0
77273,1455.0
77274,1455.0
77283,1455.0
77284,1455.0
77287,1455.0
77288,1455.0
77293,1455.0
77294,1455.0
77298,1455.0
77299,1462.0
77333,1455.0
77335,1455.0
77347,1455.0
77348,1455.0
77349,1455.0
77353,1455.0
77355,1455.0
77366,1455.0
77374,1455.0
77375,1455.0
77376,1455.0
77385,1455.0
77386,1455.0
77387,1455.0
77388,1455.0
77400,1455.0
77401,1455.0
77425,1455.0
77429,1425.0
77435,1455.0
77442,1455.0
77443,1455.0
77447,1455.0
77464,1455.0
77475,1455.0
77485,1455.0
77486,1455.0
77490,1455.0
77506,1455.0
77517,1455.0
77518,1455.0
77573,1455.0
77574,1455.0
77582,1455.0
77583,1455.0
77598,1455.0
77608,1455.0
77609,1455.0
77617,1455.0
77639,1455.0
77641,1455.0
77651,1455.0
77653,1455.0
77690,1455.0
77692,1455.0
77705,1455.0
77706,1455.0
77729,1455.0
77730,1455.0
77768,1455.0
77779,1455.0
77780,1455.0
77785,1455.0
77786,1455.0
77800,1455.0
77802,1455.0
77809,1455.0
77810,1455.0
77838,1455.0
77839,1455.0
77850,1455.0
77851,1455.0
77861,1455.0
77862,1455.0
77872,1455.0
77883,1455.0
77895,1455.0
77897,1455.0
77905,1455.0
77921,1455.0
77922,1455.0
77932,1455.0
77934,1455.0
77935,1455.0
77951,1455.0
77959,1455.0
77981,1455.0
77988,1455.0
77989,1455.0
77996,1455.0
78016,1455.0
78017,1455.0
78022,1455.0
78046,1455.0
78052,1455.0
78053,1455.0
78061,1455.0
78085,1455.0
78087,1455.0
78088,1455.0
78101,1455.0
78113,1455.0
78116,1455.0
78117,1455.0
78127,1455.0
78138,1455.0
78139,1455.0
78140,1455.0
78152,1455.0
78171,1455.0
78201,1455.0
78203,1455.0
78219,1455.0
78221,1455.0
78247,1455.0
78262,1455.0
78285,1455.0
78290,1455.0
78294,1455.0
78296,1455.0
78303,1455.0
78304,1455.0
78305,1455.0
78324,1455.0
78335,1455.0
78340,1455.0
78354,1455.0
78365,1455.0
78395,1455.0
78397,1455.0
78405,1455.0
78406,1455.0
78408,1455.0
78418,1455.0
78434,1455.0
78435,1455.0
78436,1455.0
78453,1455.0
78463,1455.0
78472,1455.0
78473,1455.0
78476,1455.0
78478,1455.0
78479,1455.0
78486,1455.0
78487,1455.0
78527,1455.0
78528,1455.0
78535,1455.0
78549,1455.0
78550,1455.0
78551,1455.0
78564,1455.0
78573,1455.0
78577,1455.0
78599,1455.0
78600,1455.0
78608,1455.0
78609,1455.0
78610,1455.0
78630,1455.0
78631,1455.0
78644,1455.0
78652,1455.0
78663,1455.0
78664,1455.0
78666,1455.0
78673,1455.0
78685,1455.0
78706,1455.0
78707,1455.0
78718,1455.0
78743,1455.0
78748,1455.0
78749,1455.0
78756,1455.0
78762,1455.0
78768,1455.0
78769,1455.0
78770,1455.0
78791,1455.0
78810,1455.0
78827,1455.0
78851,1455.0
78861,1455.0
78876,1455.0
78906,1455.0
78919,1455.0
78923,1455.0
78928,1455.0
78950,1455.0
78954,1455.0
78955,1455.0
78956,1455.0
78962,1455.0
78984,1455.0
79002,1455.0
79022,1455.0
79039,1455.0
79042,1455.0
79043,1455.0
79073,1455.0
79081,1455.0
79082,1455.0
79086,1455.0
79090,1455.0
79099,1455.0
79127,1455.0
79128,1455.0
79131,1455.0
79137,1455.0
79146,1455.0
79149,1455.0
79150,1455.0
79176,1455.0
79190,1455.0
79191,1455.0
79193,1455.0
79207,1455.0
79217,1455.0
79234,1455.0
79236,1455.0
79275,1455.0
79278,1455.0
79279,1455.0
79290,1455.0
79301,1455.0
79319,1455.0
79331,1455.0
79345,1455.0
79352,1455.0
79353,1455.0
79355,1455.0
79377,1455.0
79383,1455.0
79390,1455.0
79396,1455.0
79427,1455.0
79434,1455.0
79438,1455.0
79442,1455.0
79443,1455.0
79450,1455.0
79452,1455.0
79453,1455.0
79454,1455.0
79458,1455.0
79467,1455.0
79468,1455.0
79473,1455.0
79481,1455.0
79508,1455.0
79509,1455.0
79510,1455.0
79514,1455.0
79537,1455.0
79538,1455.0
79539,1455.0
79546,1455.0
79548,1455.0
79549,1455.0
79586,1455.0
79589,1455.0
79594,1455.0
79600,1455.0
79601,1455.0
79617,1455.0
79625,1455.0
79635,1455.0
79637,1455.0
79645,1455.0
79649,1455.0
79650,1455.0
79653,1455.0
79672,1455.0
79681,1455.0
79684,1455.0
79685,1455.0
79703,1455.0
79721,1455.0
79722,1455.0
79737,1455.0
79745,1455.0
79746,1455.0
79756,1455.0
79767,1455.0
79777,1455.0
79785,1455.0
79803,1455.0
79804,1455.0
79805,1455.0
79818,1455.0
79819,1455.0
79820,1455.0
79827,1455.0
79847,1455.0
79850,1455.0
79862,1455.0
79890,1455.0
79892,1455.0
79899,1455.0
79911,1455.0
79912,1455.0
79922,1455.0
79923,1455.0
79926,1455.0
79930,1455.0
79931,1455.0
79949,1455.0
79951,1455.0
79959,1455.0
79960,1455.0
79962,1455.0
79985,1455.0
79986,1455.0
79995,1455.0
80007,1455.0
80016,1455.0
80017,1455.0
80018,1455.0
80019,1455.0
80020,1455.0
80023,1455.0
80033,1455.0
80048,1455.0
80056,1455.0
80061,1455.0
80062,1455.0
80068,1455.0
80077,1455.0
80078,1455.0
80100,1455.0
80124,1455.0
80150,1455.0
80151,1455.0
80164,1455.0
80172,1455.0
80173,1455.0
80174,1455.0
80194,1455.0
80209,1455.0
80217,1455.0
80245,1455.0
80250,1455.0
80251,1455.0
80265,1455.0
80270,1455.0
80271,1455.0
80282,1455.0
80292,1455.0
80293,1455.0
80294,1455.0
80324,1455.0
80330,1455.0
80334,1455.0
80335,1455.0
80341,1455.0
80362,1455.0
80363,1455.0
80368,1455.0
80372,1455.0
80375,1455.0
80381,1455.0
80395,1455.0
80396,1455.0
80398,1455.0
80412,1455.0
80413,1455.0
80418,1455.0
80425,1455.0
80426,1455.0
80455,1455.0
80464,1455.0
80465,1455.0
80471,1455.0
80484,1455.0
80488,1455.0
80494,1455.0
80518,1455.0
80519,1455.0
80522,1455.0
80537,1455.0
80538,1455.0
80539,1455.0
80578,1455.0
80580,1455.0
80581,1455.0
80591,1455.0
80592,1455.0
80601,1455.0
80602,1455.0
80603,1455.0
80604,1455.0
80610,1455.0
80634,1455.0
80635,1455.0
80650,1455.0
80653,1455.0
80660,1455.0
80676,1455.0
80677,1455.0
80697,1455.0
80702,1455.0
80715,1455.0
80717,1455.0
80729,1455.0
80732,1455.0
80747,1455.0
80748,1455.0
80757,1455.0
80758,1455.0
80762,1455.0
80770,1455.0
80784,1455.0
80817,1455.0
80823,1455.0
80824,1455.0
80833,1455.0
80834,1455.0
80845,1455.0
80846,1455.0
80864,1455.0
80869,1455.0
80870,1455.0
80871,1455.0
80880,1455.0
80881,1455.0
80899,1455.0
80901,1455.0
80913,1455.0
80925,1455.0
80926,1455.0
80927,1455.0
80940,1455.0
80941,1455.0
80943,1455.0
80952,1455.0
80971,1455.0
80975,1455.0
80982,1455.0
80983,1455.0
81017,1455.0
81018,1455.0
81027,1455.0
81057,1455.0
81058,1455.0
81065,1455.0
81066,1455.0
81067,1455.0
81073,1455.0
81074,1455.0
81075,1455.0
81086,1455.0
81088,1455.0
81092,1455.0
81107,1455.0
81108,1455.0
81110,1455.0
81117,1455.0
81120,1455.0
81132,1455.0
81133,1455.0
81134,1455.0
81136,1455.0
81140,1455.0
81145,1455.0
81156,1455.0
81157,1455.0
81166,1455.0
81184,1455.0
81206,1455.0
81207,1455.0
81208,1455.0
81214,1455.0
81215,1455.0
81226,1455.0
81236,1455.0
81241,1455.0
81242,1455.0
81254,1455.0
81255,1455.0
81265,1455.0
81267,1455.0
81293,1455.0
81305,1455.0
81315,1455.0
81317,1455.0
81324,1455.0
81336,1455.0
81338,1455.0
81350,1455.0
81371,1455.0
81372,1455.0
81378,1455.0
81379,1455.0
81395,1455.0
81396,1455.0
81397,1455.0
81407,1455.0
81408,1455.0
81409,1455.0
81424,1455.0
81428,1455.0
81435,1455.0
81484,1455.0
81485,1455.0
81486,1455.0
81506,1455.0
81529,1455.0
81530,1455.0
81550,1455.0
81582,1455.0
81583,1455.0
81584,1455.0
81597,1455.0
81607,1455.0
81608,1455.0
81633,1455.0
81634,1455.0
81647,1455.0
81649,1455.0
81650,1455.0
81688,1455.0
81702,1455.0
81722,1455.0
81736,1455.0
81759,1455.0
81760,1455.0
81763,1455.0
81778,1455.0
81779,1455.0
81786,1455.0
81801,1455.0
81820,1455.0
81838,1455.0
81844,1455.0
81845,1455.0
81853,1455.0
81854,1455.0
81894,1455.0
81896,1455.0
81897,1455.0
81899,1455.0
81900,1455.0
81904,1455.0
81921,1455.0
81922,1455.0
81945,1455.0
81947,1455.0
81948,1455.0
81969,1455.0
81974,1455.0
81979,1455.0
81980,1455.0
81981,1455.0
81983,1455.0
81994,1455.0
81996,1455.0
81997,1455.0
81999,1455.0
82015,1455.0
82017,1455.0
82018,1455.0
82035,1455.0
82036,1455.0
82037,1455.0
82045,1455.0
82046,1455.0
82048,1455.0
82058,1455.0
82059,1455.0
82085,1455.0
82093,1455.0
82094,1455.0
82104,1455.0
82111,1455.0
82112,1455.0
82113,1455.0
82132,1455.0
82146,1455.0
82161,1455.0
82164,1455.0
82168,1455.0
82169,1455.0
82179,1455.0
82194,1455.0
82195,1455.0
82196,1455.0
82230,1455.0
82240,1455.0
82258,1455.0
82262,1455.0
82266,1455.0
82295,1455.0
82296,1455.0
82297,1455.0
82314,1455.0
82319,1455.0
82320,1455.0
82349,1455.0
82350,1455.0
82351,1455.0
82352,1455.0
82360,1455.0
82361,1455.0
82362,1455.0
82368,1455.0
82371,1455.0
82393,1455.0
82394,1455.0
82395,1455.0
82442,1455.0
82451,1455.0
82452,1455.0
82463,1455.0
82464,1455.0
82468,1455.0
82504,1455.0
82506,1455.0
82507,1455.0
82522,1455.0
82523,1455.0
82535,1455.0
82574,1455.0
82577,1455.0
82611,1455.0
82612,1455.0
82613,1455.0
82634,1455.0
82635,1455.0
82639,1455.0
82650,1455.0
82686,1455.0
82698,1455.0
82699,1455.0
82702,1455.0
82721,1455.0
82722,1455.0
82723,1455.0
82724,1455.0
82729,1455.0
82735,1455.0
82736,1455.0
82764,1455.0
82765,1455.0
82766,1455.0
82772,1455.0
82799,1455.0
82800,1455.0
82807,1455.0
82851,1455.0
82852,1455.0
82853,1455.0
82859,1455.0
82902,1455.0
82903,1455.0
82907,1455.0
82932,1455.0
82941,1455.0
82948,1455.0
82950,1455.0
82960,1455.0
82978,1455.0
82979,1455.0
82986,1455.0
83001,1455.0
83017,1455.0
83023,1455.0
83026,1455.0
83045,1455.0
83054,1455.0
83056,1455.0
83079,1455.0
83091,1455.0
83094,1455.0
83118,1455.0
83143,1455.0
83167,1455.0
83182,1455.0
83188,1455.0
83196,1455.0
83219,1455.0
83222,1455.0
83228,1455.0
83230,1455.0
83236,1455.0
83249,1455.0
83250,1455.0
83256,1455.0
83257,1455.0
83264,1455.0
83290,1455.0
83291,1455.0
83306,1455.0
83307,1455.0
83327,1455.0
83337,1455.0
83344,1455.0
83360,1455.0
83367,1455.0
83368,1455.0
83375,1455.0
83376,1455.0
83382,1455.0
83383,1455.0
83392,1455.0
83413,1455.0
83414,1455.0
83424,1455.0
83427,1455.0
83428,1455.0
83441,1455.0
83443,1455.0
83450,1455.0
83451,1455.0
83454,1455.0
83471,1455.0
83473,1455.0
83474,1455.0
83512,1455.0
83515,1455.0
83526,1455.0
83529,1455.0
83536,1455.0
83557,1455.0
83558,1455.0
83567,1455.0
83568,1455.0
83591,1455.0
83611,1455.0
83612,1455.0
83645,1455.0
83646,1455.0
83657,1455.0
83678,1455.0
83702,1455.0
83703,1455.0
83704,1455.0
83714,1455.0
83735,1455.0
83744,1455.0
83758,1455.0
83759,1455.0
83760,1455.0
83766,1455.0
83782,1455.0
83785,1455.0
83790,1455.0
83812,1455.0
83814,1455.0
83820,1455.0
83827,1455.0
83832,1455.0
83837,1455.0
83839,1455.0
83840,1455.0
83855,1455.0
83877,1455.0
83882,1455.0
83885,1455.0
83891,1455.0
83892,1455.0
83903,1455.0
83904,1455.0
83907,1455.0
83925,1455.0
83926,1455.0
83947,1455.0
83958,1455.0
83959,1455.0
83966,1455.0
83983,1455.0
83984,1455.0
83987,1455.0
84004,1455.0
84005,1455.0
84025,1455.0
84037,1455.0
84052,1455.0
84053,1455.0
84070,1455.0
84072,1455.0
84093,1455.0
84094,1455.0
84102,1455.0
84103,1455.0
84111,1455.0
84112,1455.0
84129,1455.0
84140,1455.0
84146,1455.0
84147,1455.0
84148,1455.0
84153,1455.0
84154,1455.0
84158,1455.0
84172,1455.0
84189,1455.0
84197,1455.0
84212,1455.0
84216,1455.0
84228,1455.0
84229,1455.0
84240,1455.0
84249,1455.0
84256,1455.0
84257,1455.0
84272,1455.0
84295,1455.0
84302,1455.0
84318,1455.0
84319,1455.0
84320,1455.0
84327,1455.0
84329,1455.0
84339,1455.0
84354,1455.0
84359,1455.0
84363,1455.0
84386,1455.0
84410,1455.0
84411,1455.0
84412,1455.0
84470,1455.0
84481,1455.0
84493,1455.0
84495,1455.0
84496,1455.0
84531,1455.0
84537,1455.0
84565,1455.0
84585,1455.0
84586,1455.0
84593,1455.0
84602,1455.0
84618,1455.0
84619,1455.0
84647,1455.0
84677,1455.0
84700,1455.0
84726,1455.0
84765,1455.0
84791,1455.0
84800,1455.0
84826,1455.0
84827,1455.0
84864,1455.0
84883,1455.0
84907,1455.0
84916,1455.0
84926,1455.0
84940,1455.0
84944,1455.0
84946,1455.0
84947,1455.0
84962,1455.0
84970,1455.0
84971,1455.0
84976,1455.0
84977,1455.0
85000,1455.0
85006,1455.0
85009,1455.0
85029,1455.0
85036,1455.0
85038,1455.0
85062,1455.0
85085,1455.0
85102,1455.0
85103,1455.0
85104,1455.0
85105,1455.0
85106,1455.0
85121,1455.0
