HeatNo,LFVD_LastTemperature
85143,1455.0
85144,1455.0
85145,1455.0
85169,1455.0
85188,1455.0
85206,1455.0
85207,1455.0
85208,1455.0
85209,1455.0
85231,1455.0
85234,1455.0
85235,1455.0
85236,1455.0
85255,1455.0
85261,1455.0
85291,1455.0
85292,1455.0
85297,1455.0
85298,1455.0
85316,1455.0
85321,1455.0
85329,1455.0
85337,1455.0
85338,1455.0
85344,1455.0
85345,1455.0
85346,1455.0
85356,1455.0
85357,1455.0
85365,1455.0
85366,1455.0
85367,1455.0
85369,1455.0
85383,1455.0
85384,1455.0
85389,1455.0
85401,1455.0
85415,1455.0
85430,1455.0
85432,1455.0
85433,1455.0
85443,1455.0
85444,1455.0
85460,1455.0
85461,1455.0
85476,1455.0
85477,1455.0
85478,1455.0
85479,1455.0
85483,1455.0
85487,1455.0
85488,1455.0
85511,1455.0
85530,1455.0
85538,1455.0
85556,1455.0
85557,1455.0
85560,1455.0
85565,1455.0
85578,1455.0
85579,1455.0
85584,1455.0
85585,1455.0
85594,1455.0
85595,1455.0
85609,1455.0
85623,1455.0
85634,1455.0
85637,1455.0
85638,1455.0
85639,1455.0
85643,1455.0
85666,1455.0
85671,1455.0
85680,1455.0
85685,1455.0
85686,1455.0
85688,1455.0
85692,1455.0
85708,1455.0
85713,1455.0
85714,1455.0
85748,1455.0
85764,1455.0
85765,1455.0
85780,1455.0
85781,1455.0
85782,1455.0
85783,1455.0
85804,1455.0
85805,1455.0
85822,1455.0
85825,1455.0
85826,1455.0
85845,1455.0
85848,1455.0
85849,1455.0
85876,1455.0
85877,1455.0
85884,1455.0
85892,1455.0
85893,1455.0
85895,1455.0
85909,1455.0
85910,1455.0
85924,1455.0
85960,1455.0
85966,1455.0
85967,1455.0
86002,1455.0
86003,1455.0
86011,1455.0
86025,1455.0
86040,1455.0
86041,1455.0
86057,1455.0
86062,1455.0
86096,1455.0
86097,1455.0
86098,1455.0
86104,1455.0
86110,1455.0
86116,1455.0
86117,1455.0
86118,1455.0
86119,1455.0
86127,1455.0
86128,1455.0
86131,1455.0
86149,1455.0
86153,1455.0
86157,1455.0
86158,1455.0
86161,1455.0
86168,1455.0
86178,1455.0
86179,1455.0
86188,1455.0
86189,1455.0
86207,1455.0
86216,1455.0
86229,1455.0
86230,1455.0
86231,1455.0
86254,1455.0
86256,1455.0
86257,1455.0
86258,1455.0
86273,1455.0
86274,1455.0
86275,1455.0
86294,1455.0
86297,1455.0
86298,1455.0
86299,1455.0
86307,1455.0
86308,1455.0
86309,1455.0
86310,1455.0
86311,1455.0
86337,1455.0
86338,1455.0
86339,1455.0
86349,1455.0
86357,0.0
86373,1455.0
86385,1455.0
86386,1455.0
86398,1455.0
86399,1455.0
86422,1455.0
86440,1455.0
86441,1455.0
86442,1455.0
86443,1455.0
86450,1455.0
86451,1455.0
86475,1455.0
86476,1455.0
86477,1455.0
86484,1455.0
86487,1455.0
86488,1455.0
86489,1455.0
86490,1455.0
86491,1455.0
86493,1455.0
86504,1455.0
86519,1455.0
86556,1455.0
86562,1455.0
86563,1455.0
86565,1455.0
86574,1455.0
86578,1455.0
86580,1455.0
86588,1455.0
86598,1455.0
86602,1455.0
86603,1455.0
86613,1455.0
86614,1455.0
86615,1455.0
86616,1455.0
86626,1455.0
86627,1455.0
86632,1455.0
86633,1455.0
86640,1455.0
86641,1455.0
86650,1455.0
86659,1455.0
86660,1455.0
86669,1455.0
86670,1455.0
86671,1455.0
86672,1455.0
86699,1455.0
86706,1455.0
86707,1455.0
86717,1455.0
86725,1455.0
86726,1455.0
86727,1455.0
86735,1455.0
86736,1455.0
86737,1455.0
86738,1455.0
86743,1455.0
86744,1455.0
86750,1455.0
86774,1455.0
86775,1455.0
86779,1455.0
86805,1455.0
86806,1455.0
86811,1455.0
86812,1455.0
86821,1455.0
86831,1455.0
86839,1455.0
86849,1455.0
86854,1455.0
86855,1455.0
86859,1455.0
86860,1455.0
86886,1455.0
86888,1455.0
86912,1455.0
86922,1455.0
86923,1455.0
86931,1455.0
86948,1455.0
86954,1455.0
86957,1455.0
86965,1455.0
86971,1455.0
86972,1455.0
86983,1455.0
87001,1455.0
87007,1455.0
87039,1455.0
87040,1455.0
87041,1455.0
87053,1455.0
87074,1455.0
87075,1455.0
87093,1455.0
87094,1455.0
87095,1455.0
87096,1455.0
87116,1455.0
87119,1455.0
87124,1455.0
87133,1455.0
87137,1455.0
87138,1455.0
87139,1455.0
87150,1455.0
87153,1455.0
87169,1455.0
87170,1455.0
87193,1455.0
87194,1455.0
87198,1455.0
87209,1455.0
87210,1455.0
87212,1455.0
87217,1455.0
87218,1455.0
87229,1455.0
87231,1455.0
87232,1455.0
87250,1455.0
87259,1455.0
87260,1455.0
87261,1455.0
87264,1455.0
87265,1455.0
87266,1455.0
87281,1455.0
87310,1455.0
87321,1455.0
87330,1455.0
87352,1455.0
87360,1455.0
87362,1455.0
87374,1455.0
87381,1455.0
87382,1455.0
87389,1455.0
87396,1455.0
87397,1455.0
87398,1455.0
87409,1455.0
87418,1455.0
87419,1455.0
87429,1455.0
87430,1455.0
87431,1455.0
87438,1455.0
87445,1455.0
87446,1455.0
87447,1455.0
87457,1455.0
87461,1455.0
87471,1455.0
87472,1455.0
87489,1455.0
87490,1455.0
87491,1455.0
87492,1455.0
87510,1455.0
87511,1455.0
87524,1455.0
87539,1455.0
87540,1455.0
87544,1455.0
87554,1455.0
87573,1455.0
87574,1455.0
87575,1455.0
87577,1455.0
87584,1455.0
87585,1455.0
87594,1455.0
87604,1455.0
87623,1455.0
87624,1455.0
87626,1455.0
87636,1455.0
87637,1455.0
87638,1455.0
87654,1455.0
87661,1455.0
87669,1455.0
87670,1455.0
87671,1455.0
87679,1455.0
87680,1455.0
87691,1455.0
87719,1455.0
87720,1455.0
87735,1455.0
87736,1455.0
87737,1455.0
87744,1455.0
87745,1455.0
87751,1455.0
87754,1455.0
87758,1455.0
87780,1455.0
87781,1455.0
87782,1455.0
87812,1455.0
87817,1455.0
87827,1455.0
87828,1455.0
87833,1455.0
87884,1455.0
87894,1455.0
87901,1455.0
87903,1455.0
87922,1455.0
87987,1455.0
88013,1455.0
88023,1455.0
88035,1455.0
88057,1455.0
88075,1455.0
88076,1455.0
88082,1455.0
88083,1455.0
88084,1455.0
88085,1455.0
88115,1455.0
88143,1455.0
88155,1455.0
88172,1455.0
88173,1455.0
88188,1455.0
88207,1455.0
88210,1455.0
88211,1455.0
88237,1455.0
88238,1455.0
88266,1455.0
88267,1455.0
88289,1455.0
88290,1455.0
88342,1455.0
88343,1455.0
88351,1455.0
88352,1455.0
88367,1455.0
88368,1455.0
88369,1455.0
88376,1455.0
88377,1455.0
88395,1455.0
88396,1455.0
88397,1455.0
88398,1455.0
88409,1455.0
88427,1455.0
88428,1455.0
88459,1455.0
88460,1455.0
88461,1455.0
88473,1455.0
88481,1455.0
88498,1455.0
88499,1455.0
88500,1455.0
88501,1455.0
88504,1455.0
88511,1455.0
88517,1455.0
88533,1455.0
88542,1455.0
88557,1455.0
88558,1455.0
88559,1455.0
88567,1455.0
88568,1455.0
88569,1455.0
88587,1455.0
88589,1455.0
88599,1455.0
88600,1455.0
88601,1455.0
88602,1455.0
88603,1455.0
88616,1455.0
88622,1455.0
88623,1455.0
88627,1455.0
88657,1455.0
88658,1455.0
88659,1455.0
88660,1455.0
88665,1455.0
88683,1455.0
88684,1455.0
88689,1455.0
88703,1455.0
88708,1455.0
88709,1455.0
88725,1455.0
88730,1455.0
88735,1455.0
88740,1455.0
88741,1455.0
88742,1455.0
88743,1455.0
88749,1455.0
88750,1455.0
88751,1455.0
88752,1455.0
88762,1455.0
88765,1455.0
88766,1455.0
88788,1455.0
88789,1455.0
88790,1455.0
88791,1455.0
88796,1455.0
88804,1455.0
88805,1455.0
88823,1455.0
88824,1455.0
88834,1455.0
88844,1455.0
88866,1455.0
88897,1455.0
88903,1455.0
88904,1455.0
88929,1455.0
88937,1455.0
88948,1455.0
88949,1455.0
88952,1455.0
88953,1455.0
88955,1455.0
88966,1455.0
88968,1455.0
88976,1455.0
88977,1455.0
88992,1455.0
88994,1455.0
89001,1455.0
89002,1455.0
89006,1455.0
89007,1455.0
89027,1455.0
89029,1455.0
89039,1455.0
89044,1455.0
89063,1455.0
89064,1455.0
89074,1455.0
89075,1455.0
89106,1455.0
89107,1455.0
89114,1455.0
89115,1455.0
89116,1455.0
89117,1455.0
89124,1455.0
89143,1455.0
89144,1455.0
89158,1455.0
89160,1455.0
89161,1455.0
89162,1455.0
89164,1455.0
89177,1455.0
89199,1455.0
89210,1455.0
89216,1455.0
89217,1455.0
89219,1455.0
89249,1455.0
89250,1455.0
89251,1455.0
89252,1455.0
89253,1455.0
89260,1455.0
89270,1455.0
89289,1455.0
89325,1455.0
89326,1455.0
89333,1455.0
89343,1455.0
89347,1455.0
89350,1455.0
89367,1455.0
89368,1455.0
89379,1455.0
89388,1455.0
89389,1455.0
89410,1455.0
89411,1455.0
89423,1455.0
89424,1455.0
89427,1455.0
89432,1455.0
89433,1455.0
89434,1455.0
89436,1455.0
89452,1455.0
89454,1455.0
89455,1455.0
89456,1455.0
89457,1455.0
89480,1455.0
89481,1455.0
89488,1455.0
89489,1455.0
89490,1455.0
89491,1455.0
89519,1455.0
89521,1455.0
89537,1455.0
89538,1455.0
89549,1455.0
89550,1455.0
89551,1455.0
89565,1455.0
89566,1455.0
89569,1455.0
89570,1455.0
89571,1455.0
89597,1455.0
89609,1455.0
89624,1455.0
89625,1455.0
89636,1455.0
89638,1455.0
89639,1455.0
89640,1455.0
89647,1455.0
89669,1455.0
89670,1455.0
89691,1455.0
89692,1455.0
89704,1455.0
89716,1455.0
89720,1455.0
89721,1455.0
89728,1455.0
89729,1455.0
89737,1455.0
89738,1455.0
89748,1455.0
89755,1455.0
89756,1455.0
89764,1455.0
89765,1455.0
89774,1455.0
89781,1455.0
89782,1455.0
89792,1455.0
89804,1455.0
89812,1455.0
89813,1455.0
89827,1455.0
89839,1455.0
89840,1455.0
89854,1455.0
89855,1455.0
89856,1455.0
89857,1455.0
89858,1455.0
89862,1455.0
89863,1455.0
89883,1455.0
89884,1455.0
89886,1455.0
89914,1455.0
89915,1455.0
89919,1455.0
89920,1455.0
89922,1455.0
89923,1455.0
89924,1455.0
89941,1455.0
89944,1455.0
89945,1455.0
89968,1455.0
89981,1455.0
89989,1455.0
89990,1455.0
89997,1455.0
89999,1455.0
90016,1455.0
90018,1455.0
90022,1455.0
90023,1455.0
90029,1455.0
90045,1455.0
90054,1455.0
90071,1455.0
90072,1455.0
90073,1455.0
90076,1455.0
90077,1455.0
90083,1455.0
90084,1455.0
90085,1455.0
90086,1455.0
90092,1455.0
90093,1455.0
90094,1455.0
90095,1455.0
90096,1455.0
90130,1455.0
90155,1455.0
90156,1455.0
90162,1455.0
90163,1455.0
90164,1455.0
90167,1455.0
90178,1455.0
90209,1455.0
90239,1455.0
90241,1455.0
90244,1455.0
90245,1455.0
90261,1455.0
90266,1455.0
90267,1455.0
90268,1455.0
90284,1455.0
90285,1455.0
90294,1455.0
90295,1455.0
90304,1455.0
90313,1455.0
90314,1455.0
90321,1455.0
90322,1455.0
90326,1455.0
90345,1455.0
90346,1455.0
90347,1455.0
90348,1455.0
90349,1455.0
90359,1455.0
90360,1455.0
90398,1455.0
90420,1455.0
90421,1455.0
90422,1455.0
90447,1455.0
90458,1455.0
90463,1455.0
90464,1455.0
90470,1455.0
90471,1455.0
90472,1455.0
90473,1455.0
90480,1455.0
90487,1455.0
90488,1455.0
90495,1455.0
90527,1455.0
90528,1455.0
90543,1455.0
90558,1455.0
90559,1455.0
90569,1455.0
90570,1455.0
90572,1455.0
90573,1455.0
90586,1455.0
90599,1455.0
90606,1455.0
90636,1455.0
90644,1455.0
90645,1455.0
90657,1455.0
90658,1455.0
90666,1455.0
90674,1455.0
90686,1455.0
90687,1455.0
90703,1455.0
90713,1455.0
90714,1455.0
90715,1455.0
90736,1455.0
90737,1455.0
90738,1455.0
90753,1455.0
90754,1455.0
90764,1455.0
90802,1455.0
90803,1455.0
90804,1455.0
90827,1455.0
90828,1455.0
90829,1455.0
90830,1455.0
90845,1455.0
90859,1455.0
90862,1455.0
90863,1455.0
90895,1455.0
90896,1455.0
90903,1455.0
90904,1455.0
90917,1455.0
90918,1455.0
90935,1455.0
90940,1455.0
90959,1455.0
90960,1455.0
90984,1455.0
90985,1455.0
90993,1455.0
90994,1455.0
90997,1455.0
91024,1455.0
91025,1455.0
91031,1455.0
91033,1455.0
91056,1455.0
91057,1455.0
91066,1455.0
91089,1455.0
91090,1455.0
91107,1455.0
91108,1455.0
91114,1455.0
91115,1455.0
91116,1455.0
91117,1455.0
91120,1455.0
91152,1455.0
91153,1455.0
91154,1455.0
91155,1455.0
91170,1455.0
91179,1455.0
91189,1455.0
91214,1455.0
91219,1455.0
91220,1455.0
91221,1455.0
91244,1455.0
91271,1455.0
91297,0.0
91298,1455.0
91322,1455.0
91330,1455.0
91331,1455.0
91332,1455.0
91362,1455.0
91364,1455.0
91365,1455.0
91401,1455.0
91418,1455.0
91420,1455.0
91421,1455.0
91422,1455.0
91438,1455.0
91439,1455.0
91460,1455.0
91461,1455.0
91470,1455.0
91481,1455.0
91482,1455.0
91503,1455.0
91505,1455.0
91506,1455.0
91511,1455.0
91512,1455.0
91516,1455.0
91524,1455.0
91525,1455.0
91531,1455.0
91533,1455.0
91544,1455.0
91545,1455.0
91546,1455.0
91547,1455.0
91593,1455.0
91594,1455.0
91595,1455.0
91611,1455.0
91624,1455.0
91657,1455.0
91658,1455.0
91667,1455.0
91668,1455.0
91723,1455.0
91736,1455.0
91740,1455.0
91746,1455.0
91749,1455.0
91750,1455.0
91751,1455.0
91752,1455.0
91769,1455.0
91808,1455.0
91828,1455.0
91829,1455.0
91838,1455.0
91839,1455.0
91844,1455.0
91871,1455.0
91872,1455.0
91873,1455.0
91888,1455.0
91889,1455.0
91890,1455.0
91897,1455.0
91903,1455.0
91908,1455.0
91909,1455.0
91916,1455.0
91935,1455.0
91936,1455.0
91937,1455.0
91964,1455.0
91965,1455.0
91966,1455.0
91975,1455.0
91985,1455.0
91986,1455.0
91998,1455.0
91999,1455.0
92008,1455.0
92009,1455.0
92018,1455.0
92019,1455.0
92020,1455.0
92027,1455.0
92040,1455.0
92047,1455.0
92048,1455.0
92083,1455.0
92087,1455.0
92119,1455.0
92120,1455.0
92121,1455.0
92135,1455.0
92140,1455.0
92141,1455.0
92142,1455.0
92181,1455.0
92194,1455.0
92195,1455.0
92205,1455.0
92206,1455.0
92207,1455.0
92208,1455.0
92218,1455.0
92219,1455.0
92237,1455.0
92238,1455.0
92239,1455.0
92254,1455.0
92262,1455.0
92263,1455.0
92264,1455.0
92271,1455.0
92272,1455.0
92273,1455.0
92292,1455.0
92313,1455.0
92331,1455.0
92332,1455.0
92339,1455.0
92347,1455.0
92348,1455.0
92355,1455.0
92356,1455.0
92377,1455.0
92378,1455.0
92379,1455.0
92382,1455.0
92398,1455.0
92400,1455.0
92424,1455.0
92425,1455.0
92426,1455.0
92427,1455.0
92428,1455.0
92429,1455.0
92438,1455.0
92439,1455.0
92440,1455.0
92446,1455.0
92461,1455.0
92484,1455.0
92485,1455.0
92486,1455.0
92487,1455.0
92500,1455.0
92501,1455.0
92510,1455.0
92511,1455.0
92512,1455.0
92519,1455.0
92532,1455.0
92533,1455.0
92541,1455.0
92542,1455.0
92547,1455.0
92548,1455.0
92553,1455.0
92555,1455.0
92556,1455.0
92578,1455.0
92579,1455.0
92580,1455.0
92589,1455.0
92603,1455.0
92619,1455.0
92621,1455.0
92622,1455.0
92628,1455.0
92671,1455.0
92672,1455.0
92674,1455.0
92682,1455.0
92683,1455.0
92704,1455.0
92712,1455.0
92748,1455.0
92753,1455.0
92754,1455.0
92770,1455.0
92771,1455.0
92772,1455.0
92778,1455.0
92794,1455.0
92795,1455.0
92803,1455.0
92804,1455.0
92805,1455.0
92806,1455.0
92809,1455.0
92810,1455.0
92820,1455.0
92821,1455.0
92822,1455.0
92843,1455.0
92845,1455.0
92846,1455.0
92870,1455.0
92871,1455.0
92881,1455.0
92882,1455.0
92883,1455.0
92903,1455.0
92915,1455.0
92916,1455.0
92919,1455.0
92927,1455.0
92928,1455.0
92929,1455.0
92930,1455.0
92948,1455.0
92949,1455.0
92954,1455.0
92955,1455.0
92968,1455.0
92969,1455.0
92971,1455.0
92984,1455.0
92985,1455.0
92998,1455.0
92999,1455.0
93000,1455.0
93001,1455.0
93002,1455.0
93055,1455.0
93056,1455.0
93057,1455.0
93074,1455.0
93075,1455.0
93084,1455.0
93085,1455.0
93094,1455.0
93095,1455.0
93096,1455.0
93115,1455.0
93116,1455.0
93133,1455.0
93137,1455.0
93151,1455.0
93152,1455.0
93153,1455.0
93167,1455.0
93174,1455.0
93175,1455.0
93196,1455.0
93197,1455.0
93201,1455.0
93202,1455.0
93207,1455.0
93228,1455.0
93229,1455.0
93237,1455.0
93241,1455.0
93242,1455.0
93247,1455.0
93271,1455.0
93281,1455.0
93282,1455.0
93291,1455.0
93299,1455.0
93300,1455.0
93313,1455.0
93314,1455.0
93332,1465.0
93333,1465.0
93334,1465.0
93346,1465.0
93354,1465.0
93355,1465.0
93356,1465.0
93360,1465.0
93361,1465.0
93362,1465.0
93363,1465.0
93364,1465.0
93365,1465.0
93383,1465.0
93384,1465.0
93389,1465.0
93390,1465.0
93409,1465.0
93428,1465.0
93429,1465.0
93431,1465.0
93441,1465.0
93442,1465.0
93443,1465.0
93444,1465.0
93445,1465.0
93450,1465.0
93451,1465.0
93452,1465.0
93458,1465.0
93476,1465.0
93477,1465.0
93478,1465.0
93479,1465.0
93485,1465.0
93492,1465.0
93506,1465.0
93507,1465.0
93508,1465.0
93516,1465.0
93517,1465.0
93527,1465.0
93528,1465.0
93529,1465.0
93536,1465.0
93537,1465.0
93566,1465.0
93567,1465.0
93582,1465.0
93583,1465.0
93591,1465.0
93592,1465.0
93601,1465.0
93616,1465.0
93617,1465.0
93628,1465.0
93629,1465.0
93642,1465.0
93659,1465.0
93660,1465.0
93661,1465.0
93705,1465.0
93706,1465.0
93709,1465.0
93710,1465.0
93725,1465.0
93741,1465.0
93750,1465.0
93751,1465.0
93758,1465.0
93759,1465.0
93768,1465.0
93784,1465.0
93785,1465.0
93786,1465.0
93792,1465.0
93793,1465.0
93822,1465.0
93828,1465.0
93829,1465.0
93830,1465.0
93840,1465.0
93849,1465.0
93850,1465.0
93859,1465.0
93869,1465.0
93870,1465.0
93871,1465.0
93872,1465.0
93873,1465.0
93881,1465.0
93882,1465.0
93910,1465.0
93911,1465.0
93912,1465.0
93913,1465.0
93914,1465.0
93915,1465.0
93923,1465.0
93938,1465.0
93939,1465.0
94011,1465.0
94012,1465.0
94013,1465.0
94016,1465.0
94033,1465.0
94034,1465.0
94035,1465.0
94044,1465.0
94055,1465.0
94062,1465.0
94069,1465.0
94070,1465.0
94086,1465.0
94099,1465.0
94100,1465.0
94106,1465.0
94107,1465.0
94118,1465.0
94127,1465.0
94128,1465.0
94129,1465.0
94130,1465.0
94146,1465.0
94147,1465.0
94148,1465.0
94156,1465.0
94163,1465.0
94164,1465.0
94165,1465.0
94184,1465.0
94201,1465.0
94202,1465.0
94229,1465.0
94230,1465.0
94231,1465.0
94232,1465.0
94233,1465.0
94234,1465.0
94239,1465.0
94268,1465.0
94269,1465.0
94280,1465.0
94281,1465.0
94282,1465.0
94283,1465.0
94284,1465.0
94290,1465.0
94291,1465.0
94300,1465.0
94311,1465.0
94312,1465.0
94321,1465.0
94334,1465.0
94335,1465.0
94336,1465.0
94337,1465.0
94338,1465.0
94339,1465.0
94340,1465.0
94346,1465.0
94384,1465.0
94385,1465.0
94397,1465.0
94398,1465.0
94399,1465.0
94400,1465.0
94407,1465.0
94418,1465.0
94419,1465.0
94433,1465.0
94434,1465.0
94435,1465.0
94451,1465.0
94456,1465.0
94457,1465.0
94470,1465.0
94471,1465.0
94472,1465.0
94490,1465.0
94491,1465.0
94492,1465.0
94497,1465.0
94502,1465.0
94518,1465.0
94519,1465.0
94520,1465.0
94521,1465.0
94522,1465.0
94523,1465.0
94533,1465.0
94536,1465.0
94537,1465.0
94551,1465.0
94569,1465.0
94574,1465.0
94576,1465.0
94582,1465.0
94586,1465.0
94587,1465.0
94588,1465.0
94589,1465.0
94590,1465.0
94621,1465.0
94628,1465.0
94635,1465.0
94636,1465.0
94637,1465.0
94638,1465.0
94675,1465.0
94676,1465.0
94677,1465.0
94678,1465.0
94687,1465.0
94695,1465.0
94696,1465.0
94755,1465.0
94756,1465.0
94766,1465.0
94775,1465.0
94776,1465.0
94777,1465.0
94803,1465.0
94804,1465.0
94812,1465.0
94813,1465.0
94816,1465.0
94817,1465.0
94818,1465.0
94819,1465.0
94836,1465.0
94868,1465.0
94869,1465.0
94870,1465.0
94871,1465.0
94877,1465.0
94901,1465.0
94927,1465.0
94928,1465.0
94929,1465.0
94939,1465.0
94940,1465.0
94941,1465.0
94958,1465.0
94959,1465.0
94960,1465.0
94961,1465.0
94976,1465.0
94977,1465.0
94992,1465.0
94993,1465.0
94999,1465.0
95000,1465.0
95001,1465.0
95023,1465.0
95031,1465.0
95032,1465.0
95033,1465.0
95038,1465.0
95039,1465.0
95040,1465.0
95041,1465.0
95045,1465.0
95050,1465.0
95061,1465.0
95073,1465.0
95074,1465.0
95075,1465.0
95078,1465.0
95079,1465.0
95080,1465.0
95126,1465.0
95127,1465.0
95128,1465.0
95135,1465.0
95136,1465.0
95137,1465.0
95149,1465.0
95150,1465.0
95151,1465.0
95173,1465.0
95176,1465.0
95198,1465.0
95202,1465.0
95203,1465.0
95205,1465.0
95213,1465.0
95214,1465.0
95220,1465.0
95221,1465.0
95228,1465.0
95229,1465.0
95230,1465.0
95248,1465.0
95249,1465.0
95250,1465.0
95265,1465.0
95266,1465.0
95267,1465.0
95280,1465.0
95294,1465.0
95302,1465.0
95303,1465.0
95307,1465.0
95317,1465.0
95318,1465.0
95326,1465.0
95345,1465.0
95354,1465.0
95355,1465.0
95364,1465.0
95383,1465.0
95391,1465.0
95392,1465.0
95393,1465.0
95414,1465.0
95415,1465.0
95418,1465.0
95419,1465.0
95420,1465.0
95421,1465.0
95443,1465.0
95444,1465.0
95445,1465.0
95446,1465.0
95466,1465.0
95467,1465.0
95493,1465.0
95494,1465.0
95505,1465.0
95506,1465.0
95507,1465.0
95508,1465.0
95509,1465.0
95517,1465.0
95518,1465.0
95554,1465.0
95555,1465.0
95561,1465.0
95564,1465.0
95586,1465.0
95587,1465.0
95589,1465.0
95590,1465.0
95603,1465.0
95604,1465.0
95619,1465.0
95623,1465.0
95624,1465.0
95625,1465.0
95628,1465.0
95644,1465.0
95645,1465.0
95646,1465.0
95650,1465.0
95651,1465.0
95672,1465.0
95673,1465.0
95674,1465.0
95678,1465.0
95679,1465.0
95703,1465.0
95704,1465.0
95716,1465.0
95717,1465.0
95718,1465.0
95727,1465.0
95728,1465.0
95736,1465.0
95758,1465.0
95759,1465.0
95768,1465.0
95769,1465.0
95786,1465.0
95806,1465.0
95807,1465.0
95837,1465.0
95838,1465.0
95859,1465.0
95860,1465.0
95861,1465.0
95862,1465.0
95881,1465.0
95882,1465.0
95902,1465.0
95907,1465.0
95915,1465.0
95916,1465.0
95927,1465.0
95928,1465.0
95930,1465.0
95931,1465.0
95932,1465.0
95940,1465.0
95941,1465.0
95942,1465.0
95949,1465.0
95950,1465.0
95960,1465.0
95976,1465.0
95977,1465.0
95978,1465.0
95989,1465.0
95990,1465.0
96001,1465.0
96019,1465.0
96020,1465.0
96021,1465.0
96062,1465.0
96063,1465.0
96072,1465.0
96073,1465.0
96093,1465.0
96094,1465.0
96102,1465.0
96106,1465.0
96110,1465.0
96111,1465.0
96112,1465.0
96122,1465.0
96123,1465.0
96139,1465.0
96140,1465.0
96156,1465.0
96157,1465.0
96179,1465.0
96180,1465.0
96181,1465.0
96195,1465.0
96196,1465.0
96210,1465.0
96211,1465.0
96212,1465.0
96213,1465.0
96214,1465.0
96215,1465.0
96242,1465.0
96243,1465.0
96244,1465.0
96245,1465.0
96257,1465.0
96258,1465.0
96270,1465.0
96291,1465.0
96301,1465.0
96316,1465.0
96317,1465.0
96323,1465.0
96324,1465.0
96325,1465.0
96326,1465.0
96332,1465.0
96333,1465.0
96334,1465.0
96335,1465.0
96336,1465.0
96337,1465.0
96338,1465.0
96354,1465.0
96355,1465.0
96356,1465.0
96357,1465.0
96358,1465.0
96383,1465.0
96399,1465.0
96400,1465.0
96405,1465.0
96406,1465.0
96413,1465.0
96423,1465.0
96424,1465.0
96425,1465.0
96429,1465.0
96430,1465.0
96431,1465.0
96440,1465.0
96441,1465.0
96445,1465.0
96446,1465.0
96447,1465.0
96488,1465.0
96489,1465.0
96504,1465.0
96517,1465.0
96518,1465.0
96528,1465.0
96529,1465.0
96567,1465.0
96568,1465.0
96569,1465.0
96575,1465.0
96576,1465.0
96578,1465.0
96579,1465.0
96604,1465.0
96605,1465.0
96648,1465.0
96649,1465.0
96650,1465.0
96651,1465.0
96656,1465.0
96657,1465.0
96661,1465.0
96684,1465.0
96685,1465.0
96686,1465.0
96687,1465.0
96699,1465.0
96700,1465.0
96732,1465.0
96733,1465.0
96754,1465.0
96755,1465.0
96756,1465.0
96757,1465.0
96758,1465.0
96766,1465.0
96767,1465.0
96791,1465.0
96792,1465.0
96793,1465.0
96794,1465.0
96795,1465.0
96796,1465.0
96797,1465.0
96798,1465.0
96811,1465.0
96812,1465.0
96813,1465.0
96818,1465.0
96819,1465.0
96834,1465.0
96855,1465.0
96865,1465.0
96866,1465.0
96867,1465.0
96868,1465.0
96881,1465.0
96882,1465.0
96883,1465.0
96884,1465.0
96885,1465.0
96891,1465.0
96898,1465.0
96917,1465.0
96922,1465.0
96923,1465.0
96940,1465.0
96941,1465.0
96948,1465.0
96949,1465.0
96950,1465.0
96957,1465.0
96967,1465.0
96971,1465.0
96972,1465.0
96973,1465.0
96974,1465.0
96975,1465.0
96976,1465.0
96977,1465.0
96983,1465.0
96999,1465.0
97000,1465.0
97013,1465.0
97014,1465.0
97015,1465.0
97028,1465.0
97029,1465.0
97030,1465.0
97064,1465.0
97065,1465.0
97066,1465.0
97067,1465.0
97075,1465.0
97076,1465.0
97077,1465.0
97100,1465.0
97101,1465.0
97102,1465.0
97103,1465.0
97110,1465.0
97111,1465.0
97120,1465.0
97121,1465.0
97122,1465.0
97123,1465.0
97141,1465.0
97163,1465.0
97164,1465.0
97173,1465.0
97174,1465.0
97184,1465.0
97185,1465.0
97186,1465.0
97187,1465.0
97211,1465.0
97216,1465.0
97217,1465.0
97224,1465.0
97255,1465.0
97267,1465.0
97294,1465.0
97303,1465.0
97304,1465.0
97326,0.0
97327,1465.0
97328,1465.0
97329,1465.0
97336,1465.0
97337,1465.0
97338,1465.0
97339,1465.0
97355,1465.0
97399,1465.0
97400,1465.0
97415,1465.0
97416,1465.0
97437,1465.0
97438,1465.0
97439,1465.0
97440,1465.0
97442,1465.0
97456,1465.0
97457,1465.0
97466,1465.0
97467,1465.0
97479,1465.0
97480,1465.0
97494,1465.0
97495,1465.0
97498,1465.0
97499,1465.0
97508,1465.0
97509,1465.0
97510,1465.0
97525,1465.0
97526,1465.0
97531,1465.0
97532,1465.0
97533,1465.0
97534,1465.0
97535,1465.0
97536,1465.0
97548,1465.0
97558,1465.0
97559,1465.0
97560,1465.0
97561,1465.0
97566,1465.0
97567,1465.0
97580,1465.0
97595,1465.0
97596,1465.0
97604,1465.0
97605,1465.0
97613,1465.0
97627,1465.0
97628,1465.0
97629,1465.0
97638,1465.0
97641,1465.0
97642,1465.0
97659,1465.0
97677,1465.0
97678,1465.0
97688,1465.0
97689,1465.0
97690,1465.0
97691,1465.0
